task_id,item_id,text_label,label_human,bucket,specialty,rate,is_duplicate,label_human_note,rater_id
task01_00280,sent_004851,یکبار بیشتر نرفتیم,0,rate_neg,فلوشیپ جراحی ستون فقرات,2.5,0,,
task01_00281,sent_007335,هنوز مشخص نیست,0,rate_neg,متخصص ارتوپدی و فلوشیپ جراحی زانو,2.5,0,,
task01_00282,sent_007018,اخلاق خیلی خوب صبر و متانت در برخورد با بیمار گوش دادن به صحبت‌های بیمار از بهترین ویژگی‌های آقای دکتر هستش,1,high_pos,متخصص مغز و اعصاب (نورولوژی),5,0,,
task01_00283,sent_005691,عمل شانه راست نتیجه تازه عمل کردم معلوم نیست,0,rate_neg,متخصص ارتوپدی . فلوشیپ جراحی شانه و آرنج,2.5,0,,
task01_00284,sent_007767,مراقبت قبل از بارداری و خوب بود,1,rate_neg,جراح و متخصص زنان و زایمان و نازایی,2.5,0,,
task01_00285,sent_002680,دکتر با تجربه‌ای بود کیست داشتم که دارو دادن کمی بهتر شد,1,rate_neg,متخصص ارتوپدی,2.5,0,,
task01_00286,sent_000527,سلام خانم دکتر با اخلاق و مومن که با حوصله به حرفهای من گوشداد و به من آرامش داد متشکرم توصیه می‌کنم حتما ویزیت بشید توسط ایشون,1,topup_pref,متخصص جراحی زنان و زایمان و نازایی,5,0,,
task01_00287,sent_007862,سردرد‌های حمله‌ای و شدید دخترم باعث شد از کاشان به حضور ایشان بیام از نسخه اول بسیار راضی هستم,1,mid_neg,"فوق تخصص مغز و اعصاب کودکان ، استاد دانشگاه",5,0,,
task01_00288,sent_004433,فعلآ ویزیت شدم,0,service_neg,متخصص جراحی مغز و اعصاب,2.5,0,,
task01_00289,sent_001264,یک جلسه رفتم و نوبت آندوسکوپی بینی گرفتم,0,service_neg,متخصص گوش و حلق و بینی,2.5,0,,
task01_00290,sent_007808,اصلا جواب تلفن نمیدن چهار روز دارم مدام زنگ می‌زنم,-1,service_neg,فلوشیپ جراحی زانو,2.5,0,,
task01_00291,sent_006692,فعلا تحت درمان هستم نظری نمیتونم بدم,0,rate_neg,"جراح گوش ، حلق و بینی",2.5,0,,
task01_00292,sent_003687,مشکل درد کلیه,0,rate_neg,جراح و فلوشیپ سرطان شناسی کلیه و مجاری ادراری ( اوروانکولژیست),2.5,0,,
task01_00293,sent_006478,نارسایی کلیه درمان,0,random,متخصص اورولوژی - فلوشیپ اندویورولوژی و لاپاراسکوپی,5,0,,
task01_00294,sent_000906,بین نظیرن,1,random,متخصص پوست و مو,5,0,,
task01_00295,sent_006790,فعلا منتظرتونم آزمایش هستیم,0,high_neg,متخصص و جراح زنان و زایمان و نازایی,2.5,0,,
task01_00296,sent_007213,در حالل ررسی است,0,topup_pref,"متخصص زنان ، زایمان نازایی",2.5,0,,
task01_00297,sent_007630,دکتر خوب وخوش اخلاق و تجربیات خیلی زیادی داشتن نسبت به دکترهای دیگه که در حد چند دقیقه معمولی چک می‌کنن,1,rate_neg,فلوشیپ ناباروری,2.5,0,,
task01_00298,sent_007502,مشکل سردرد هنوز چیزی معلوم نیست,0,rate_neg,متخصص مغز و اعصاب و ستون فقرات,2.5,0,,
task01_00299,sent_007525,تعریف یا واژه بهتر ایشان دست شفا از طرف خدا برای بیمارهایش هست من از دیگران متخصص بودنش را شنیده‌ام,1,mixed,متخصص جراحی مغز و اعصاب,5,0,,
task01_00300,sent_007020,بسیار دکتر خوش‌برخورد و محترمی هستن علاوه بر اینکه کامل مشکل رو گوش میکنن و به همه سوالات جواب میدن در مورد علت مشکل و راه‌های درمان هم خیلی مفصل توضیح میدن آنتایم بودنشون و بدون معطلی هم واقعا ویژگی مهمی برای منه من مشکل خونریزی بینی داشتم که با تجویز چند کرم و پماد ایشون الحمدلله 3 4 روزه برطرف شد,1,service_neg,جراح و متخصص گوش و حلق و بینی,5,0,,
task01_00301,sent_003628,پزشک خوبی هستن ولی ماماهایی که توی مطبشون کار میکنن اصلا به حریم شخصی احترام نمیذارن,0,service_neg,فلوشیپ آی وی اف و لاپاراسکوپی,2.5,0,,
task01_00302,sent_000255,تاندوم دستم مشکل داشته,0,topup_pref,متخصص ارتوپدی - جراح استخوان و مفاصل و ستون فقرات,2.5,0,,
task01_00303,sent_006740,تشخیصشان خوب بود,1,rate_neg,متخصص مغز و اعصاب و ستون فقرات,2.5,0,,
task01_00304,sent_007065,با توجه به تجربیات بد گذشتهام در مطب‌های دیگر متخصص زنان باید بگم که خیلی حس خوبی داشتم خانم دکتر خیلی آرام و واقعا متخصص هستند از رفتار و احترامشون مچکرم,1,service_neg,متخصص زنان و زایمان,5,1,,
task01_00305,sent_007466,من بیمار دکتر فرحناد بودم بخاطر برخورد بسیار بد منشی رفتم مطب دکتر نیکفرجام برخورد منشیشون اینقدر خوب و دلنشین بود که کلا دیگه میرم زیر نظر دکتر نیکفرجام واقعا مثل منشیشون کم هست خدا حفظشون کنه,1,service_neg,متخصص زنان زایمان و نازایی,5,0,,
task01_00306,sent_003498,با سلام نوبت در این مطب اینترنتی هست و تایم مشخص می‌کند ولی وقتی سر وقت حاضر می‌شوید باید طبق حضور بیماران ویزیت شوید بعد از تایم خیلی زیادی که منتظر می‌مانید دکتر با عجله و بدون توجه به شرح‌حال ویزیت می‌کند,-1,high_neg,فلوشیپ جراحی شانه و آرنج,2.5,0,,
task01_00307,sent_002559,شوره پوست سر داروهایی تجویز کردند که موثر بود ولی دو ماه بعد از پایان مصرف دارو باز شوره برگشته و میخوام دوباره مراجعه کنم,0,rate_neg,"متخصص پوست ، مو ، زیبایی و لیزر",2.5,0,,
task01_00308,sent_001025,پدرم استخوان فمور عمل کردند و خدا رو شکر دکتر عملی خوب و عالی برای ایشان انجام دادند,1,high_pos,متخصص و جراح ارتوپدی,5,0,,
task01_00309,sent_004772,جراحی انگشت,0,rate_neg,"جراح ارتوپد ،فلوشیپ لگن ، ران ، تعویض مفصل",2.5,0,,
task01_00310,sent_002666,عمل برداشت رحم,0,rate_neg,متخصص زنان و زایمان,2.5,0,,
task01_00311,sent_001412,جلسه اول رفتم پیشش فعلا معلوم نیست,0,rate_neg,متخصص ارتوپدی و جراحی مفاصل و استخوان,2.5,0,,
task01_00312,sent_000426,سلام دکتر آرام و متینی هستند با حوصله هستند دخترم هنوز در پروسه درمان است و انشالله منتظر نتیجه هستیم ایرادی که می‌شود بر کار ایشان گرفت که از این ماه نسخه الکترونیک ثبت نمی‌کنند و معتقدند که مربوط به زیبایی است در صورتیکه ما هر ماه برای بیمه تکمیلی هزینه پرداخت می‌کنیم و شرط استفاده از بیمه ثبت نسخه الکترونیک است که عدم ثبت آن به ضرر بیمار است,1,high_neg,"متخصص پوست ، مو ، لیزر و زیبایی",2.5,0,,
task01_00313,sent_005020,درد کتف که با تزریق و استراحت برطرف شد,0,topup_pref,"متخصص ارتوپدی ، فلوشیپ جراحی زانو",2.5,0,,
task01_00314,sent_001896,بیشتر از ظرفیت پذیرش می‌کنند و معطلی بسیار زیاده,0,high_neg,"متخصص مغز و اعصاب (نورولوژی)، عضو انجمن صرع ایران",2.5,0,,
task01_00315,sent_006859,پزشک با اخلاق,1,topup_pref,جراح مغز و اعصاب و ستون فقرات,2.5,0,,
task01_00316,sent_004752,مشکل تنیس البوم بود ولی هنوز رفع نشده و مجبور شدم به دکتر دیگر مراجعه کنم و وقت اینترنتی اصلا زمانی نیس که ثبت میش و بیمار انتخاب می‌کند من ساعت 5 30 وقت گرفته بودم اینترنتی اما ساعت 8 نوبت من شد,-1,service_neg,"فلوشیپ جراحی دست - آرنج ، شانه و اعصاب محیطی",2.5,0,,
task01_00317,sent_001792,ریزس مو و هنوز درمان نشدم,0,high_neg,"متخصص پوست ، مو ، زیبایی و لیزر",2.5,0,,
task01_00318,sent_007415,برای آسیب عصب سیاتیک مراجعه کردم و راضی نبودم,-1,high_neg,متخصص جراحی مغز و اعصاب دیسک و ستون فقرات,2.5,0,,
task01_00319,sent_000613,گوش‌درد به دلیل عفونت وحساسیت دارم در حال درمان هستم ونتیجه رضایت بخشی ازدرمان دارم درضمن اخلاق وبرخورد خانم دکتربسیار عالی است که به نطرمن بخش مهمی ازدرمان است,1,high_pos,متخصص گوش و حلق و بینی,5,0,,
task01_00320,sent_002587,پزشک خوبی هستن در حال درمان هستم,1,topup_pref,"متخصص زنان و زایمان ( فلوشیپ نازایی )، IVF و لاپاراسکوپی",2.5,0,,
task01_00321,sent_003644,بیشتر برای زیبایی بینی خوب هستند,0,rate_neg,متخصص گوش و حلق و بینی,2.5,0,,
task01_00322,sent_000365,دخترم لوزه سوم داشت زیرنظرش بود,0,rate_neg,متخصص گوش و حلق و بینی و جراحی سر و گردن,2.5,0,,
task01_00323,sent_003472,مشکل درد گردن شانه بازو و مچ دارو تجویز شد در حال مصرف دارو هستم هنوز درد دارم توکل بخدا,,rate_neg,متخصص مغز و اعصاب و ستون فقرات,2.5,0,,
task01_00324,sent_003430,باردار بودم پیشش اومدم,,rate_neg,"زنان ، زایمان و نازایی",2.5,0,,
task01_00325,sent_003067,گردن درد ک عالی بودن,,high_pos,متخصص ارتوپدی,5,0,,
task01_00326,sent_005738,زانو درد خوب شده بود,,rate_neg,"جراح ارتوپد ،فلوشیپ لگن ، ران ، تعویض مفصل",2.5,0,,
task01_00327,sent_005229,خوب وقت میذارن و گوش میکنن و راه‌های درمانی که مدنظر داشتن رو تا الان رفتیم درمان کامل نه ولی بهتر شده بیمارمون,,rate_neg,متخصص مغز و اعصاب و ستون فقرات,2.5,0,,
task01_00328,sent_006358,بسیار عالی هستند در حال درمانم,,high_pos,فلوشیپ جراحی هیپ و لگن,5,0,,
task01_00329,sent_007938,بایک جلسه ویزیت وتحت درمان هست,,service_neg,"متخصص جراحی کلیه، مجاری ادراری (اورولوژی)",2.5,0,,
task01_00330,sent_000888,سلام 6 ماهه که نوبتم نیومده زارعی هستم واسه ارنج دست,,service_neg,فلوشیپ جراحی دست,2.5,0,,
task01_00331,sent_007076,شنوایی‌ام بخاطر وجود پنبه در گوشهایم کم شده که با ویزیت ایشان برطرف شد,,topup_pref,متخصص گوش حلق بینی,5,0,,
task01_00332,sent_004969,فعلا یک‌بار ویزیت شدم,,topup_pref,فلوشیپ جراحی مغز و اعصاب و ستون فقرات,5,0,,
task01_00333,sent_007185,فعلا نوبت جراحی دیسک گردن گرفتم,,service_neg,متخصص جراحی مغز و اعصاب,2.5,0,,
task01_00334,sent_006853,مکش جرم گوش انجام دادم راضی بودم,,rate_neg,متخصص گوش و حلق و بینی,2.5,0,,
task01_00335,sent_001161,مشکلی هورمونی و ریزش مو,,rate_neg,متخصص بیماریهای پوست و مو و لیزر,2.5,0,,
task01_00336,sent_000210,دکترهای دیگه به من گفتند باید عمل جراحی کنی ولی اقای دکتر قماشی گفتند جراحی نیاز نداری فعلا به من قرص دادند استفاده کنم خدا خیرشون بده منو از نگرانی دراوردند ممنونم ازشون,,mixed,فلوشیپ جراحی زانو,5,0,,
task01_00337,sent_007079,خوب بود ولی همزمان چندتا مریض ویزیت میشن و تمرکز روی مشکل شما ندارند,,service_neg,"متخصص زنان و زایمان ( فلوشیپ نازایی )، IVF و لاپاراسکوپی",2.5,0,,
task01_00338,sent_007667,دکتری حاذق هستن اما خیلی عجله میکنن در نوبت,,service_neg,جراح و متخصص زنان زایمان نازایی,2.5,1,,
task01_00339,sent_002329,پدرموبردم پیش,,topup_pref,متخصص گوش حلق بینی حنجره و جراحی سر و گردن,2.5,0,,
task01_00340,sent_000074,بسیار دقیق ودلسوز,,topup_pref,مغز و اعصاب و ستون فقرات,2.5,0,,
task01_00341,sent_006966,خارش پوست دارم ولی فعلا برطرف نشده است,,rate_neg,متخصص پوست و مو,2.5,0,,
task01_00342,sent_001716,نتیجه متوسط بود,,rate_neg,جراح مغز و فلوشیپ دیسک و ستون فقرات,2.5,0,,
task01_00343,sent_001387,فعلا در حال درمان هستم,,rate_neg,متخصص ارتوپدی - تعویض مفصل,2.5,0,,
task01_00344,sent_007914,مطب بسیار شلوغ بود,,high_neg,"جراح و متخصص زنان ، زایمان و نازایی",2.5,1,,
task01_00345,sent_006804,سلام به همه عزیزان اولا سپاس از خانم دکتر دوما از دوماه خدمت ایشان رفته کلی از دوستان و آشنایان خدمت ایشان معرفی و همگی رضایت کامل دارند این نظر آیتم نظر سنجی بسیار عالی است تا بتوانیم در قالب یک گروه از تشخیص و درمان یک پزشک هم دیگر را مطلع و از بهبودی هم دیگران خوشحال باشیم و بنوعی هم تشکر و قدردانی از پزشکان محترمی که با تشخیص و درمان فوق تخصصی حال ما را خوب می‌کنند ممنونم میرزارضایی,,mixed,متخصص مغز و اعصاب و ستون فقرات,5,0,,
task01_00346,sent_000001,بسیار حرفه‌ای هستند ولی پر هزینه,,mid_neg,فلوشیپ انکولوژی و متخصص زنان و زایمان,5,0,,
task01_00347,sent_006811,دخترم مشکل کهیر داشتند ولی هنوز تحت درمان هستن,,topup_pref,متخصص پوست و مو,2.5,0,,
task01_00348,sent_002425,یه نسخه رفتم هنوز خوب نشدم میخوام د باره مراجعه کنم,,rate_neg,متخصص پوست و مو,2.5,0,,
task01_00349,sent_007228,هیچی فعلا,,rate_neg,فلوشیپ آی وی اف و لاپاراسکوپی,2.5,0,,
task01_00350,sent_002757,مرد خیلی با ادب هستن ولی نمیدونم پماد که داد اصلا خوب نکرد قرص هم می‌خورم سریع خواب‌ام میگره,,rate_neg,"متخصص پوست و مو ، زیبایی و لیزر",2.5,1,,
task01_00351,sent_002686,نظری ندارم فعلا,,rate_neg,"جراح مغز و اعصاب , ستون فقرات , لیزر دیسک ,آندوسکوپ مغز و قاعده جمجمه",2.5,0,,
task01_00352,sent_007954,برخورد بسیار عالی و نوبت دهی به موقع بدون معطلی,,mixed,"متخصص گوش و حلق و بینی ، جراح زیبایی بینی",5,0,,
task01_00353,sent_004955,تنبلی تخندان,,rate_neg,"جراح و متخصص زنان ، زایمان و نازایی",2.5,0,,
task01_00354,sent_001840,تشخیص خوب و بهتراست مهارت ارتباط انسانی در ایشان تقویت شود,,rate_neg,بورد تخصصی ارتوپدی,2.5,0,,
task01_00355,sent_001555,سلام لیرز پوست کار خانم دکتر بسیار عالی مثل اخلاق بی نطیزش,,high_pos,متخصص پوست و مو زیبایی,5,1,,
task01_00356,sent_004640,من راضیم,,rate_neg,جراح و متخصص ارتوپدی,2.5,0,,
task01_00357,sent_004045,دکتر عالی و‌م,,high_pos,"جراح و متخصص زنان ، زایمان و نازایی",5,0,,
task01_00358,sent_005343,تومور داخل استخوان فعلابلاتکلیف,,rate_neg,فلوشیپ جراحی تومورهای اسکلتی عضلانی,2.5,0,,
task01_00359,sent_000701,دیسک گردن داشتم ویزیت شدم الان بهترم,,service_neg,متخصص و جراح مغز و اعصاب - دیسک و ستون فقرات,2.5,0,,
task01_00360,sent_007193,فعلا نتیجه آزمایش باید ببرم,,rate_neg,جراح و متخصص زنان زایمان نازایی,2.5,0,,
task01_00361,sent_005509,دکتر ساعد پناه نوبت گرفته بودم ولی مهر پزشک به نام دکتر دیگه‌ای بود,,service_neg,متخصص پوست و مو,2.5,0,,
task01_00362,sent_001369,دکتر خوب و باحوصله‌ای هستن ولی نزدیک 2 ساعت معطل شدم اصلا نظم نداره مطب,,service_neg,"متخصص مغز و اعصاب (نورولوژی)، عضو انجمن صرع ایران",2.5,0,,
task01_00363,sent_005952,فیبروم رحمی,,topup_pref,فلوشیپ انکولوژی و متخصص زنان و زایمان,2.5,0,,
task01_00364,sent_001368,برای درد لگن مراجعه کردم با صبر و حوصله و معاینه دقیق تشخیص خودشون رو گفتن اما فعلا تحت درمان هستم,,rate_neg,"فلوشیپ جراحی لگن و مفصل ران ، متخصص ارتوپدی",2.5,0,,
task01_00365,sent_003455,مادرم مشکوک به انگشت ماشه‌ای بود تزریق کورتون انجام داد دکتر فقط کمی قیمت تزریق بالا بود ولی واقعا خیلی بهتر شد مادرم ممنون از دکتر,,rate_neg,جراح و متخصص ارتوپدی - فلوشیپ جراحی دست,2.5,0,,
task01_00366,sent_003655,برای مشکل تشنج دختر 48 روزم مراجعه کردم فعلا یکبارویزیت شدم راضیم,,service_neg,فوق تخصص مغز واعصاب کودکان و نوجوانان,2.5,0,,
task01_00367,sent_007983,ایشان پنجه طلا هستن,,random,فلوشیپ جراحی هیپ و لگن,5,0,,
task01_00368,sent_004296,هنوز نتیجه‌ای نگرفتم دوبار ویزیت شدم,,service_neg,جراح و متخصص زنان و زایمان و نازایی,2.5,0,,
task01_00369,sent_003334,نامبروان با خلاق,,random,جراح و متخصص ارتوپدی,5,0,,
task01_00370,sent_000240,فعلا در حال درمان هستم ولی به نظر دکتر باسوادی هستن,,topup_pref,متخصص زنان و زایمان,2.5,0,,
task01_00371,sent_002741,اولین تشخیص ایشان در مورد من کاملا درست بود و خوب درمان شدم یه مشکل دیگه مونده که منتظر آزمایش هستم,,mixed,"متخصص پوست ، مو و لیزر",5,0,,
task01_00372,sent_006362,تازه به ایشان مراجعه کردیم منتظر نتیجه هستیم,,high_neg,جراح و متخصص مغز و اعصاب و ستون فقرات,2.5,0,,
task01_00373,sent_003690,همسرم میگرن مزمن داره تا حالا دو بار مراجعه داشتیم با دارو تحت کنترل هست دکتر خوبی هستن با خوصله توضیح میدن و روش درمانی را هم میگن ما تا حالا راضی بودیم,,topup_pref,متخصص مغز و اعصاب و ستون فقرات,2.5,0,,
task01_00374,sent_004742,فعلا یک جلسه رفتم برا زانوم,,rate_neg,جراح و متخصص ارتوپدی,2.5,0,,
task01_00375,sent_005017,فعلا مراحل اولیه خوب جواب دادع,,rate_neg,"متخصص پوست ، مو و زیبایی و لیزر",2.5,0,,
task01_00376,sent_005226,عالی واقعا خیلی راضی هستم,,high_pos,"متخصص ارتوپدی ، فلوشیپ دست و ترمیمی",5,0,,
task01_00377,sent_002757,مرد خیلی با ادب هستن ولی نمیدونم پماد که داد اصلا خوب نکرد قرص هم می‌خورم سریع خواب‌ام میگره,,rate_neg,"متخصص پوست و مو ، زیبایی و لیزر",2.5,0,,
task01_00378,sent_007796,مشکل گردن و سر درد,,rate_neg,متخصص مغز و اعصاب و ستون فقرات,2.5,0,,
task01_00379,sent_003783,من ویزیت آنلاین داشتم با ایشون برخوردشون مناسب بود و توضیحاتشون کامل,,topup_pref,فلوشیپ طب مادر و جنین (پریناتولوژی),5,0,,
task01_00380,sent_005638,بسیار دکتر خوب وبا صبر وحوصله هستند وتشخیص ایشان عالی می‌باشد,,high_pos,فلوشیپ جراحی ستون فقرات,5,0,,
task01_00381,sent_005899,ایشان واقعا دکتر حازقی هستند وبایکبار ویزیت کاملا به مریضی شخص اشراف پیدا می‌کنند وبسیار خوش‌برخورد ومهربان هستندمن که از ویزیت ایشان نتیجه‌ی خوبی بدون عمل گرفتم,,service_neg,فلوشیپ سرطانهای دستگاه ادراری (کرایو تراپی در مطب),5,0,,
task01_00382,sent_005986,دوستان معرف شدن,,rate_neg,بورد تخصصی بیماریهای مغز و اعصاب,2.5,0,,
task01_00383,sent_005975,یکی از آشنایان عمل دیسک داشته الان بعد چند سال خیلی عالیه میگه دکتر عالیه منم میخوام برم ویزیت بشم آن شالله برا منم جواب بده به خوبی,,service_neg,فلوشیپ جراحی ستون فقرات,5,0,,
task01_00384,sent_000594,دکترخوبیه خوش‌برخورد,,rate_neg,فلوشیپ جراحی مغز و اعصاب و ستون فقرات,2.5,0,,
task01_00385,sent_004516,بسیار با اخلاق و صبور,,random,متخصص زنان و زایمان,5,0,,
task01_00386,sent_004631,از جراحی دیسک کمر می‌ترسیدم چون استخوان رو برش میزدن ولی جناب دکتر طاهریان بدون برش استخوان درمانم کرد و کاش زودتر عمل می‌کردم,,mid_neg,"متخصص ارتوپدی ، جراح اندوسکوپی دیسک",5,0,,
task01_00387,sent_004877,دکتر بسیار حاذفی هستند,,random,"فلوشیپ بینی ، سینوس و جراحی قاعده جمجمه",5,0,,
task01_00388,sent_002617,تخت دزمان هستم,,rate_neg,متخصص پوست و مو,2.5,0,,
task01_00389,sent_001022,نظری نمیتونم بدم چون باید‌ام آر آی جدید بگیرم,,rate_neg,متخصص مغز و اعصاب ( نورولوژیست ),2.5,0,,
task01_00390,sent_001744,بیماری پروستات واین عمل انجام گرفت,,topup_pref,جراح کلیه مجاری ادراری پروستات و ناباروری,2.5,0,,
task01_00391,sent_006363,خانومم پیش ایشون ویزیت میشه و خیلی راضیه از تخصص و مهارت ایشون,,topup_pref,فلوشیپ ناباروری و آی وی اف,5,0,,
task01_00392,sent_000837,تشخیص خوبی داشتن و معطلی زیاد نداره با اینکه شلوغه,,mid_neg,جراح و متخصص ارتوپدی,5,0,,
task01_00393,sent_007875,خیلی باحوصله و خوش‌اخلاق هستن در عین حال با تجربه و حاذق,,high_pos,"متخصص زنان ، زایمان ، لاپاراسکوپی",5,0,,
task01_00394,sent_002498,بسیار دکتر عالی و تشخیص درمانی عالی,,high_pos,جراح و متخصص استخوان و مفاصل { ارتوپد },5,0,,
task01_00395,sent_006669,مشکل عفونت گوش داشتم,,rate_neg,"جراح و متخصص گوش ، حلق و بینی",2.5,0,,
task01_00396,sent_000627,دیسک کمر فعلا در حال درمان هستم,,topup_pref,جراح اعصاب و ستون فقرات,2.5,0,,
task01_00397,sent_002956,برای تست پاپسمیر رفته بودم و چکاپ دکتر خوبی هستن و کار و خوب لنجام دادن ولی منشی در رفت و آمد هست تو اتاق و حس آرامش و از دست میده آدم حتی موقع معاینه واقعا معذب میشه آدم جلو در باشی و همه میبینن به نظرم باید بذاره بیمار بیاد بیرون بعد هر کاری داره بره داخل,,service_neg,"متخصص و جراح زنان و زایمان ، نازایی - دارای بورد تخصصی",2.5,0,,
task01_00398,sent_006975,فعلا ام اررای,,rate_neg,متخصص جراحی مغز و اعصاب و ستون فقرات,2.5,0,,
task01_00399,sent_001931,گرانولیشن بینی,,mid_neg,"متخصص پوست و مو ، لیزر",5,0,,
task01_00400,sent_002125,برای درد پارگی تاندوم شانه مراجعه کردم و الان بهترم,,topup_pref,"فلوشیپ جراحی پا و مچ پا ، متخصص ارتوپدی",2.5,1,,
task01_00401,sent_006714,ایشون با مریضشون بعنوان یه آدم باسواد برخورد کردن و هر چیزی که برا من جای سوال داشت توضیح دادن تنها به بازه نرمال آزمایش توجه نکردن و تحلیل کردن موارد رو نسبت به هم من راضی بودم از جلسه اول رفتارشون تحسین برانگیزه,,mid_neg,"جراح و متخصص زنان ، زایمان و نازایی",5,0,,
task01_00402,sent_006993,مطبشون خیلی شلوغ بود میتونستن بهتر مدیریت کنن حدود سه ساعتی معطلی ولی واقعا دکتر عالی هستن پرانرژی و کاربلد خدا حافظشون باشه,,mixed,جراح و متخصص زنان و زایمان,5,0,,
task01_00403,sent_001621,برای کشیدگی تاندون شانه دست راستم مراجعه کردم خوب بود,,topup_pref,جراح و متخصص ارتوپدی,2.5,0,,
task01_00404,sent_004185,دیسک گردن دارم,,rate_neg,متخصص جراحی مغز و اعصاب,2.5,0,,
task01_00405,sent_000399,درد و سوزش حین خروج ادرار داشتم که کاملا رفع شد برخورد پزشک بسیار مناسب بود وقت کافی در اختیار بنده برای ویزیت و معالجه گذاشتند,,random,متخصص ارولوژی - کلیه و مجاری ادراری,5,0,,
task01_00406,sent_002541,مشکل دفع ادرار که قراراست پیگیری کنم,,topup_pref,متخصص جراحی کلیه و مجاری ادرار,2.5,1,,
task01_00407,sent_000355,فعلا در مرحله انجام آزمایشات هستم,,rate_neg,متخصص زنان و زایمان,2.5,0,,
task01_00408,sent_002994,خوبه ولی بی اعصاب وتومطبشون نوشته هردفعه فقط یک مشکلتون رو مطرح کنید,,topup_pref,"متخصص پوست ، مو ، زیبایی",5,0,,
task01_00409,sent_006238,تازه ویزیت ایشان شروع‌شده زمان ویزیت کم است ولی بنظر با تجربه می‌آید,,service_neg,متخصص بیماری های مغز و اعصاب,2.5,0,,
task01_00410,sent_000662,هنوز مراحل درمان طی نشده فعلا ارجاع دااه‌اند به رادیولوژی,,rate_neg,متخصص ارتوپدی - تعویض مفصل زانو,2.5,0,,
task01_00411,sent_002871,هنوز نتیج,,topup_pref,فلوشیپ ارتوپدی و جراحی ستون فقرات,2.5,0,,
task01_00412,sent_007605,واقعا بینظیر مهربون باسواد حرفه‌ای و باحوصله خلاصه که بهترینن مادرم ریزش سکه‌ای داشتن و در حال درمانن خیلی برام مهم بود که دکتر خیلی خوبی پیدا کنم چون دکتر قبلی مامانم اصلا خوب نبودن و کلی گشتم و نظرات خوندم دیدم فقط از خانم دکتر تعریف‌شده مادرم و بردم پیششون دیدم واقعا همه‌ی تعریفا درست بوده اصلا شک نکنید که ایشون بهترین هستن,,mixed,"متخصص پوست و مو ، زیبایی و لیزر",5,0,,
task01_00413,sent_004589,دکتری بسیار با تجربه با تشخیص عالی و خوش‌اخلاق و متشخص هستند,,high_pos,متخصص جراحی کلیه و مجاری ادراری ( اورولوژی ),5,0,,
task01_00414,sent_005469,فعلا در مرحله ویزیت,,topup_pref,فلوشیپ جراحی زانو,5,0,,
task01_00415,sent_003621,خوبه ولی شلوغه همیشه 2 ساعت معطل میشم,,high_neg,متخصص پوست و مو ( درماتولوژی ),2.5,0,,
task01_00416,sent_007719,فعلا باید جواب آزمایشاتم را ببینند,,topup_pref,"فلوشیپ پیوند کلیه ، عضو تیم تخصصی درمان ناباروری",2.5,0,,
task01_00417,sent_003826,انگار که خانواده شما هستن انقدر برای شما دلسوزی میکنن و وقت میذارن بیماری پوستی داشتم که 3 سال زندگی منو درگیر کرد جاهای مختلف بیمارستان رازی مراجعه کردم و درمان نشدم الان 3 ماهه بیمار خانم دکتر هستم و از دو ماه قبل کاملا بیماریم کنترل شده خدا بهترین‌ها را برایشان بخواهد,,mixed,"متخصص پوست ، مو ، لیزر و زیبایی",5,0,,
task01_00418,sent_002716,دکترر عالی,,high_pos,متخصص مغز و اعصاب و ستون فقرات,5,0,,
task01_00419,sent_005197,در حال بررسی هستیم,,rate_neg,فلوشیپ طب مادر و جنین (پریناتولوژی),2.5,0,,
task01_00420,sent_007988,ریزش سکه‌ای داره همسرم تحت درمان هستن هنوز,,topup_pref,تخصص بیماریهای پوست و مو,2.5,0,,
task01_00421,sent_007453,چکاپ سالانه عالی بودن,,high_pos,جراح و متخصص بیماریهای زنان و زایمان,5,0,,
task01_00422,sent_006327,عمل کیله داشتم خیلی راضی بودم,,random,فلوشیپ اندویورولوژی,5,0,,
task01_00423,sent_003331,سلام من تحت نظر ایشون هستم خیلی اخلاق جالب ندارن و بمن توهین کردن درمورد مهارتشون چیزی نمیتونم بگم هنوز,-1,high_neg,فلوشیپ ناباروری,2.5,0,,
task01_00424,sent_005538,عمل پای پرانتزی خوب بود,,rate_neg,متخصص جراحی استخوان و مفاصل(ارتوپد),2.5,0,,
task01_00425,sent_001194,فعلا در مرحله ازمایش,,rate_neg,اورولوژیست (جراح کلیه و مجاری ادراری و ناباروری),2.5,1,,
task01_00426,sent_005822,برا جلسه اول خوب بود یکم اخلاقش تنده,,rate_neg,"جراح مغز و اعصاب , ستون فقرات , لیزر دیسک ,آندوسکوپ مغز و قاعده جمجمه",2.5,0,,
task01_00427,sent_002146,خوب نتیجه مثبت,,rate_neg,جراح و متخصص ارتوپدی,2.5,0,,
task01_00428,sent_004169,دنبالچه مهره 5 مشکل داشت,,topup_pref,فلوشیپ ارتوپدی و جراحی ستون فقرات,2.5,0,,
task01_00429,sent_001314,نعوظ ولی نتیجه نگرفتم,-1,high_neg,"متخصص جراحی کلیه ، مجاری ادراری و تناسلی",2.5,0,,
task01_00430,sent_007217,جراحی لگن داشتم بسیار عالی من خیلی راضیم,,high_pos,فلوشیپ تعویض مفاصل و ارتروسکوپی هیپ و زانو,5,0,,
task01_00431,sent_006325,فعلا ویزیت شدم خوب بودن,,topup_pref,بورد تخصصی ارتوپدی,5,0,,
