task_id,item_id,text_label,label_human,bucket,specialty,rate,is_duplicate,label_human_note,rater_id,label_human_int
task01_00136,sent_002566,کیست داشتم هنوز پیگیرم,0.0,rate_neg,فلوشیپ انکولوژی زنان ( سرطان شناسی ),2.5,0,,,0.0
task01_00173,sent_002573,تحت درمان قرار دارم,0.0,topup_pref,فلوشیپ پیوند کلیه ، عضو تیم تخصصی درمان ناباروری,2.5,0,,,0.0
task01_00320,sent_002587,پزشک خوبی هستن در حال درمان هستم,1.0,topup_pref,متخصص زنان و زایمان ( فلوشیپ نازایی )، IVF و لاپاراسکوپی,2.5,0,,,1.0
task01_00024,sent_002603,بسیار با حوصله ودقیق هستن شش ماه ترشح خون از بینی داشتم با یک ویزیت خوب شدم,1.0,topup_pref,متخصص گوش و حلق و بینی,5.0,0,,,1.0
task01_00033,sent_002635,دو بار ویزیت شدم هر بار بیش از 5 ساعت در مطب منتظر بودم,-1.0,high_neg,جراح ارتوپد,2.5,0,,,-1.0
task01_00254,sent_002639,برای مورد خیلی پیچیده مراجعه نکردم ولی خیلی با بی‌حوصلگی پاسخ گرفتم شاید چون مورد معمولی بود شاید هم اونروز خسته بودن ولی راهکار خاصی پیشنهاد نشد یا نظر مشاوره‌ای خاص,0.0,rate_neg,متخصص پوست ، مو و زیبایی و لیزر,2.5,0,,,0.0
task01_00270,sent_002645,دکتر بسیار بسیار عالی است اگر تو عمل هاش توان دیگران را در نظر بگیرد عالی میشه,1.0,mixed,جراح ارتوپد ،فلوشیپ لگن ، ران ، تعویض مفصل,5.0,0,,,1.0
task01_00310,sent_002666,عمل برداشت رحم,0.0,rate_neg,متخصص زنان و زایمان,2.5,0,,,0.0
task01_00285,sent_002680,دکتر با تجربه‌ای بود کیست داشتم که دارو دادن کمی بهتر شد,1.0,rate_neg,متخصص ارتوپدی,2.5,0,,,1.0
task01_00088,sent_002711,نظم مطب و وقت دهی بسیار عالی برخورد خانم دکتر و صبر ایشون بسیار و توضیحات با کمال آرامش بسیار راضی هستم,1.0,topup_pref,جراح و متخصص زنان و زایمان و نازایی,5.0,0,,,1.0
task01_00273,sent_002713,تلت 33,0.0,rate_neg,متخصص پوست و مو و زیبایی و لیزر,2.5,0,,,0.0
task01_00263,sent_002714,بسیار دکتر خوب وتشخیص عالی برای بیماری فشار مغز داشتند وبا دارو خیلی بهتر هستم وچند ماه تحت نظر ایشان هستم,1.0,high_pos,متخصص مغز و اعصاب ( نورولوژی ),5.0,0,,,1.0
task01_00204,sent_002723,سلام من پای پرانتزی داشتم با درجه بالا پای راستم 23 درجه و پای چپم 19 درجه که سال گذشته 98 از طریق اینترنت با ایشون آشنا شدم با اولین ویزیت در مطب ایشون تصمیم گرفتم ایشون پای راستمو جراحی کنن خرداد ماه جراحی کردم بسیار راضی بودم ایشون با صبر با اخلاق با حوصله در تمام لحظات کنارم بودن و جوابگو مشکلاتم خیلی زود نتیجه گرفتم و پای چپم جراحی کردم الحمدالله درد شدید و سختی نداره فقط روز اول نهایت هفته اول اذیت شدم با توجه بدستورات بعد از جراحی و اجرا آنها خیلی زود مشکلاتم حل شدن و پا هام راست و بسیار عالی خوب شدم من بسیار بسیار از ایشون و دستیارشون سرکار خانم دانا ممنونم وجود پربرکتشون همیشه سلامت و سعادتمند در پناه حق باشد ان شاالله,1.0,service_neg,متخصص جراحی استخوان و مفاصل(ارتوپد),5.0,0,,,1.0
task01_00240,sent_002738,زانودرحال درمان,0.0,rate_neg,جراح و متخصص ارتوپدی,2.5,0,,,0.0
task01_00039,sent_002762,جناب دکتر اسحاقی یکی از بهترین وبا وجدان‌ترین دکتری است که تا به حال دیدم خدا پشت وپناه خودش وخانواده باشه,0.0,high_pos,جراح مغز و فلوشیپ دیسک و ستون فقرات,5.0,0,,,0.0
task01_00099,sent_002824,برای باراول خوب بود,0.0,topup_pref,متخصص بیماری های پوست و مو,2.5,0,,,0.0
task01_00142,sent_002848,عمل بینی عاای,0.0,random,متخصص و جراح گوش و حلق و بینی,5.0,0,,,0.0
task01_00246,sent_002854,با توصیه یکی از آشنایان به مطب ایشان مراجعه نمودم از لحظه‌ای که آمده‌ام احساس نشاط و تندرستی و سلامت و ایمنی کامل احساس می‌کنم این چیزی جز رسالت و تعهد یک پزشک مسئول و دلسوز و مجرب نمی‌باشد بدین وسیله بر خود فرضی واجب می‌دانم که از زحمات نامبرده و پرسنل فداکار و مهربان این مجموعه تقدیر و سپاس گزارم با تقدیم احترامات فائقه نورایی نژاد,1.0,service_neg,متخصص مغز و اعصاب ( نورولوژیست ),5.0,0,,,1.0
task01_00152,sent_002859,برای بار دوم مراجعه می‌کنم,0.0,rate_neg,متخصص جراحی استخوان و مفاصل ارتوپدی,2.5,0,,,0.0
task01_00053,sent_002869,دکتر خوبی هستن و خوب بود کارشون ولی من فقط دوره درمان و مصرف داروها اثر بهبودی رو دیدم و بعدش مثله قبل شد باز,0.0,rate_neg,متخصص پوست و مو,2.5,0,,,0.0
task01_00257,sent_002946,سلام خیلی خوب بود,1.0,rate_neg,فلوشیپ انکولوژی زنان ، لاپاروسکوپی و کولپوسکوپی,2.5,0,,,1.0
task01_00172,sent_002948,سلام دکتر خوبی بود و پاسخگویی خوبی داشت ولی زمان معطلی زیاد بود من 4 20 دقیقه وقت گرفته بودم ولی ساعت 6 نوبتم شد,0.0,high_neg,جراح استخوان و مفاصل و ستون فقرات,2.5,1,,,0.0
task01_00213,sent_002953,عالی ولی بسیار شلوغه ومعطلی داره,1.0,mixed,متخصص جراحی مغز و اعصاب,5.0,1,,,1.0
task01_00067,sent_002972,پارگی دیسک کمر ویزیت اولیه شدم با توجه به درد کمرم تایم نوبت دهی خوب بود و زیاد منتظر نموندم که خیلیی برام مهم بود این موضوع و خود دکتر خیلی خیلی با سواد و حرفه‌ای امیدوارم زودتر خوبشم,1.0,mid_neg,متخصص جراحی مغز و اعصاب و ستون فقرات,5.0,0,,,1.0
task01_00771,sent_002987,با سلام ایشون دکتر خیلی خوبی هستن تنها مشگل منتظر نوبت موندن در مطب هستش,1.0,high_neg,جراح و متخصص زنان، زایمان,2.5,0,,,1.0
task01_00150,sent_002988,فعلا منتظر جواب ازمایشم هستم,0.0,high_neg,جراح و متخصص زنان و زایمان و نازایی,2.5,0,,,0.0
task01_00199,sent_003018,من وهمسرم ودخترم ناراحتی آرتروزگردن وزانوودرد مفاصل داشتیم وداریم دکترمیبایستی وقت بیشتری برای بیماربگذارد فقط ایشان داروهای خوبی تجویزمیکند,0.0,rate_neg,متخصص ارتوپدی,2.5,0,,,0.0
task01_00275,sent_003059,فعلا که کامل نبوده,0.0,rate_neg,متخصص پوست ، مو و لیزر,2.5,1,,,0.0
task01_00238,sent_003074,سر اون تایمی که نوبت داشتم ویزیت نشدم یک ساعت ربع منتظر موندم تا ویزیت بشم,0.0,high_neg,متخصص پوست و مو (درماتولوژی),2.5,0,,,0.0
task01_00002,sent_003077,ناشناوای تلفن,0.0,service_neg,جراح گوش و حلق و بینی,2.5,0,,,0.0
task01_00235,sent_003098,بنده باردارم هستم و پیش ایشون ویزیت میشم عالی هستن هم خود دکتر هم محیط تمیزشون هم منشی عالیشون,1.0,topup_pref,متخصص زنان زایمان و نازایی,5.0,0,,,1.0
task01_00007,sent_003116,خوب مت,1.0,rate_neg,متخصص پوست و مو,2.5,0,,,1.0
task01_00049,sent_003125,معطلی مطب بشدت زیاد بود من دوساعت معطل شدم و واقعا ناراحت شدم ولی خانم دکتر خودش عالی بودن,0.0,mixed,جراح و متخصص زنان زایمان و نازایی,5.0,0,,,0.0
task01_00766,sent_003126,کاش دستگاه سونو دا,0.0,high_neg,متخصص زنان و زایمان,2.5,0,,,0.0
task01_00068,sent_003134,بعدا میگم,0.0,rate_neg,متخصص و جراح زنان و زایمان و نازایی,2.5,0,,,0.0
task01_00126,sent_003168,پارگیه مینیسک زانو دکتر خیلی خوبیه فقط قرار بود واسم وقت جراحی بزارن ولی مسولش کم‌کاری میکنه,0.0,rate_neg,فلوشیب زانو و آسیبهای ورزشی شانه و زانو,2.5,1,,,0.0
task01_00466,sent_003180,خیلی دکتر خوش‌برخورد و مهربونی هستن وبه سوالات هم جواب میدن فقط منشی که اونجا بود بی اعصابه و درست جواب نمیده,1.0,high_neg,جراح و متخصص زنان و زایمان و نازایی,2.5,0,,,1.0
task01_00171,sent_003186,من برای ناباروری مراجعه کردم و نتیجه نگرفتم,-1.0,high_neg,متخصص زنان و زایمان,2.5,0,,,-1.0
task01_00467,sent_003200,دکتر خوب و خوش‌برخورد ولی منشی مطب فردیس نوبت دهی رو نمیتونه مدیریت کنه و معطلی زیاد داده,1.0,high_neg,فلوشیپ اندویورولوژی و لاپاراسکوپی - متخصص و جراح کلیه و مثانه,2.5,0,,,1.0
task01_00175,sent_003255,دکتر با حوصله و خوش‌اخلاق هستند در مورد کارشون نمیتونم نظر یدم چون دوبار فقط ویزیت شدم و درمانم ادامه داره,0.0,service_neg,متخصص پوست ، مو ، زیبایی و لیزر,2.5,0,,,0.0
task01_00267,sent_003259,دو ماه پیش مدت دو ماه پی در پی برای درمان آرتروز زانو پی ار پی انجام دادم درد کم شده اما خوب نشدم,0.0,rate_neg,متخصص ارتوپدی ( جراحی استخوان و. مفاصل ),2.5,0,,,0.0
task01_00436,sent_003310,درد کنار زانو داشتم که بهتر نشد,-1.0,high_neg,جراح ارتوپد ،فلوشیپ لگن ، ران ، تعویض مفصل,2.5,0,,,-1.0
task01_00423,sent_003331,سلام من تحت نظر ایشون هستم خیلی اخلاق جالب ندارن و بمن توهین کردن درمورد مهارتشون چیزی نمیتونم بگم هنوز,-1.0,high_neg,فلوشیپ ناباروری,2.5,0,,,-1.0
task01_00117,sent_003343,خیلی تایم نذاشتن راضی نبودم آزمایش هامم اصلا دقت نکردن,-1.0,high_neg,زنان ، زایمان و نازایی,2.5,0,,,-1.0
task01_00252,sent_003350,سلام آقای دکتر خوش‌برخورد وبا حوصله و همچنین پرسنل خوب هزینه بالا تحت درمان ایشان هستم,1.0,mid_neg,متخصص ارتوپدی و جراحی مفاصل و استخوان,5.0,1,,,1.0
task01_00119,sent_003368,با عرض سلام من یک نوبت امدم یک اسکن نوشته‌شده و سری بعد جواب را اوردم و دو نوبت ویزیت شدم,0.0,service_neg,متخصص ارتوپدی ( جراحی استخوان و مفاصل ),2.5,0,,,0.0
task01_00100,sent_003383,به تازگی ویزیت شدم,0.0,service_neg,متخصص گوش و حلق و بینی و جراحی سر و گردن,2.5,0,,,0.0
task01_00241,sent_003406,داروی تجویزی ایشان بیماری پوستی مرا کاهش داد اما یک جعبه قرص کلاژن ساز گرانقیمت هم تجویز کردند که ربطی به بیماری من نداشت ظاهرا به نفع داروخانه کار می‌کنند نه بیمار,-1.0,high_neg,متخصص پوست ، مو ، زیبایی,2.5,0,,,-1.0
task01_00209,sent_003432,مشکل گلو درد داشتم حل نشد,0.0,rate_neg,متخصص گوش حلق بینی,2.5,0,,,0.0
task01_00306,sent_003498,با سلام نوبت در این مطب اینترنتی هست و تایم مشخص می‌کند ولی وقتی سر وقت حاضر می‌شوید باید طبق حضور بیماران ویزیت شوید بعد از تایم خیلی زیادی که منتظر می‌مانید دکتر با عجله و بدون توجه به شرح‌حال ویزیت می‌کند,-1.0,high_neg,فلوشیپ جراحی شانه و آرنج,2.5,0,,,-1.0
task01_00260,sent_003588,یه توده در گلو ولی هنوز نتیجه نگرفتم احتمالا بعد MRI فعلا نظر خواهی درست نیست,0.0,high_neg,جراح گوش ، حلق و بینی,2.5,0,,,0.0
task01_00194,sent_003602,اصلا راضی نبودم من با دوسه تا اکنه مراجعه کردم بهم راکوتان دادن کبدم اسیب دید,-1.0,high_neg,متخصص پوست و مو,2.5,0,,,-1.0
task01_00301,sent_003628,پزشک خوبی هستن ولی ماماهایی که توی مطبشون کار میکنن اصلا به حریم شخصی احترام نمیذارن,0.0,service_neg,فلوشیپ آی وی اف و لاپاراسکوپی,2.5,0,,,0.0
task01_00062,sent_003640,ویزیت اولیه بود و هنوز درمان تکمیل نشده,0.0,service_neg,جراح و متخصص ارتوپدی و فلوشیپ ارتوپدی کودکان,2.5,1,,,0.0
task01_00321,sent_003644,بیشتر برای زیبایی بینی خوب هستند,0.0,rate_neg,متخصص گوش و حلق و بینی,2.5,0,,,0.0
task01_00029,sent_003658,پروستات هنوزدرحال درمان هستم,0.0,rate_neg,جراح کلیه، مجاری ادراری، تناسلی و پروستات ، اورولوژی,2.5,0,,,0.0
task01_00132,sent_003664,سلام هف,0.0,rate_neg,جراح و متخصص زنان ، زایمان و نازایی,2.5,0,,,0.0
task01_00047,sent_003680,من تاکید کردم ب اینکه عمل نمیخام بشم ولی منو فرستادن اکو نوار قلب و ریه کاره اشتباهی بود فقط هزینه بیخود,-1.0,high_neg,متخصص و جراح مغز اعصاب و ستون فقرات,2.5,0,,,-1.0
task01_00292,sent_003687,مشکل درد کلیه,0.0,rate_neg,جراح و فلوشیپ سرطان شناسی کلیه و مجاری ادراری ( اوروانکولژیست),2.5,0,,,0.0
task01_00215,sent_003713,فعلا یک جلسه رفتم,0.0,rate_neg,جراح کلیه مجاری ادراری پروستات و ناباروری,2.5,0,,,0.0
task01_00125,sent_003726,سلام من پسرم را برم که پیش خیلی دکترها برده بودم ونتیجه نگرفتم وخیلی نگران بودم البته الان هم هستم ولی دکتر گفتند که پسرم تا 18 سالگی باید صفحه رشد بسته شود تا ما شروع به کار کنیم,0.0,high_neg,متخصص ارتوپدی . فلوشیپ جراحی شانه و آرنج,5.0,0,,,0.0
task01_00278,sent_003751,خیلی سرسری وزیت کردن و شرحی در مورد بیماری ندادن فقط اسرار بر عمل داشتن راضی نبودم اصلا,-1.0,high_neg,متخصص ارتوپد و جراح شانه لگن و زانو,2.5,0,,,-1.0
task01_00640,sent_003752,راضی نبودم خیلی دکتر عجولی هست,-1.0,high_neg,متخصص ارتوپدی - تعویض مفصل,2.5,0,,,-1.0
task01_00274,sent_003796,من برای وز وز گوشم رفته بودم پیششون ولی اصلا مدارک منو نگاه نکردن و فقط گفتن باید انژیو بشید,-1.0,rate_neg,متخصص جراحی مغز و اعصاب ، فلوشیپ نورواینترونشن,2.5,0,,,-1.0
task01_00569,sent_003813,اونجور که تعریف کرده بودن همه نبودن و خیلی معمولی بود راجب بیماری که دارید به زور باید توضیح بدن و داروهای خیلی معمولی میدن در کل اونقد راضی نبودم,-1.0,high_neg,جراح و متخصص استخوان و مفاصل { ارتوپد },2.5,0,,,-1.0
task01_00217,sent_003829,یکبار ویزیت شدم فعلا نتیجه نگرفتم,0.0,high_neg,متخصص گوش و حلق وبینی,2.5,0,,,0.0
task01_00679,sent_003838,دیسک کمر منتها هنوز درمان نشده,-1.0,high_neg,جراح مغز و فلوشیپ دیسک و ستون فقرات,2.5,0,,,-1.0
task01_00138,sent_003851,من ویزیت نشدم ولی همینطوری بهشون معمولی نظر دادم,0.0,service_neg,متخصص پوست و مو,2.5,0,,,0.0
task01_00030,sent_003897,مشکل خواب بهتر شدند,0.0,rate_neg,متخصص مغز و اعصاب و ستون فقرات,2.5,0,,,0.0
task01_00223,sent_003912,بسیار دکتر خوبی هستند ولی در نسخه نوشتن و تاریخ زدن باید دقت بیشتری بکنند,1.0,topup_pref,فوق تخصص مغز و اعصاب کودکان,2.5,0,,,1.0
task01_00155,sent_003959,لیزر تتو انجام دادم فعلا منتظر نتیجه‌ام,0.0,high_neg,متخصص پوست و مو,2.5,0,,,0.0
task01_00279,sent_003962,من به چند دکتر مراجعه کرده بودم و اونها با تشخیص اشتباه خیلی منو ترسوندن ولی خانم دکتر کریم پوربا تشخیص عالی و بسیاار با حوصله و آرامش مشکلم رو برام توضیح دادند هنوز تحت درمان هستم,1.0,mixed,جراح و متخصص بیماریهای زنان و زایمان,5.0,0,,,1.0
task01_00237,sent_004041,عالی بود من تزریق فیلر انجام دادم و فوق‌العاده بود,1.0,high_pos,متخصص پوست و مو,5.0,0,,,1.0
task01_00486,sent_004120,پروستات پدر فعلا پت اسکن نوشتن ومنتظر دیدن جواب ونظرشون هستیم,0.0,high_neg,متخصص جراحی کلیه و مجاری ادراری ( اورولوژی),2.5,0,,,0.0
task01_00128,sent_004135,زیاد راضی نبودم,0.0,high_neg,متخصص مغز و اعصاب و ستون فقرات,2.5,0,,,0.0
task01_00092,sent_004138,چکاپ عمومی,0.0,topup_pref,جراح و متخصص زنان و زایمان ، نازایی,2.5,0,,,0.0
task01_00094,sent_004230,فعلا درمانم کامل نشده,0.0,rate_neg,متخصص پوست و مو,2.5,0,,,0.0
task01_00491,sent_004255,فعلا تحت درمان 4 ماهه نتیجه نگرفتم هنوز,-1.0,high_neg,جراح و متخصص زنان زایمان و نازایی,2.5,0,,,-1.0
task01_00048,sent_004257,خوب و مثبت,1.0,rate_neg,جراح و متخصص زنان و زایمان و نازایی,2.5,0,,,1.0
task01_00183,sent_004364,در جلسه اول دکتر خوبی به نظر می‌رسیدن,0.0,rate_neg,متخصص پوست و مو ، زیبایی و لیزر,2.5,0,,,0.0
task01_00151,sent_004401,پی آر پی فعلا درمان ادامه دارد,0.0,rate_neg,متخصص ارتوپدی فلوشیپ جراحی زانو,2.5,0,,,0.0
task01_00222,sent_004419,اولین بار بود مراجعه کردیم مشکلی که هیچ دکتری تشخیص نداده بودو تو ویزیت اول تشخیص دادن با یه نسخه همسرم خدا رو شکر خوب شدن خانم دکتر فوق العاده عالی وحاذق درکارشون هستن وقت برای بیمار میزاره الهی خدا سلامتی به ایشون بده ما پیش چندین متخصص رفتیم وبا تشخیص اشتباه ودارو‌های اشتباه همسرم بدتر شده بود ولی خانم دکتر با یه نسخه درمان کردن,1.0,mixed,متخصص پوست ، مو ، زیبایی و لیزر,5.0,0,,,1.0
task01_00288,sent_004433,فعلآ ویزیت شدم,0.0,service_neg,متخصص جراحی مغز و اعصاب,2.5,0,,,0.0
task01_00135,sent_004438,انحراف پا تحت درمان,0.0,topup_pref,جراح و متخصص ارتوپدی و فلوشیپ ارتوپدی کودکان,2.5,0,,,0.0
task01_00107,sent_004462,تحت درمان ه,0.0,topup_pref,جراح ارتوپد و فلوشیپ جراحی دست-شانه ،ارنج,2.5,0,,,0.0
task01_00078,sent_004519,مشکل سائیدگی زانوداشتم باسه نوبت تزریق الان خوبم,1.0,topup_pref,متخصص و جراح ارتوپدی,5.0,0,,,1.0
task01_00077,sent_004526,هیچ نتیجه نگرفتیم فعلا,-1.0,rate_neg,متخصص مغز و اعصاب (نورولوژی),2.5,0,,,-1.0
task01_00618,sent_004534,فعلا نتیجه نگرفتم,0.0,high_neg,فلوشیپ جراحی گوش,2.5,0,,,0.0
task01_00239,sent_004566,فللا برای نظر دهی زود است,0.0,rate_neg,جراح استخوان و مفاصل - فلوشیپ جراحی زانو,2.5,0,,,0.0
task01_00031,sent_004617,سلام معاینه داشتم خوب بود,1.0,topup_pref,متخصص زنان و زایمان,2.5,0,,,1.0
task01_00102,sent_004636,کیست داشتم و عمل کردم واقعا ممنونم ازشون,1.0,random,متخصص زنان و زایمان,5.0,0,,,1.0
task01_00055,sent_004654,خانم دکتر بسیار خوش‌برخورد و با حوصله و در ضمن با علم بالا به روزترین خدمات رو ارائه میدن بنده خیلی پیش ایشون ویزیت شدم و همیشه راضی بودم,1.0,topup_pref,متخصص پوست ، مو و زیبایی,5.0,0,,,1.0
task01_00202,sent_004683,اهدا کننده کلیه,0.0,topup_pref,متخصص جراحی کلیه و مجاری ادراری تناسلی ( ارولوژیست ),2.5,0,,,0.0
task01_00111,sent_004750,مادرم جراحی مهره کرده,0.0,rate_neg,فلوشیپ جراحی ستون فقرات,2.5,0,,,0.0
task01_00316,sent_004752,مشکل تنیس البوم بود ولی هنوز رفع نشده و مجبور شدم به دکتر دیگر مراجعه کنم و وقت اینترنتی اصلا زمانی نیس که ثبت میش و بیمار انتخاب می‌کند من ساعت 5 30 وقت گرفته بودم اینترنتی اما ساعت 8 نوبت من شد,-1.0,service_neg,فلوشیپ جراحی دست - آرنج ، شانه و اعصاب محیطی,2.5,0,,,-1.0
task01_00762,sent_004761,دکترخوبی است 2 بارویزیت شدم معاینات دقیق انجام می‌شود فقط معطلی زیاد داره هنوزنتیجه دلخواه 50 درصد حاصل‌شده است,0.0,high_neg,متخصص مغز و اعصاب و ستون فقرات,2.5,0,,,0.0
task01_00072,sent_004769,انسان شریف و متخصص,1.0,topup_pref,فلوشیپ جراحی ستون فقرات,2.5,0,,,1.0
task01_00069,sent_004771,برای مشکل عدم نعوظ مراجعه کردم دوماه داروخوردم اصلت نتیجه نگرفتم,-1.0,high_neg,فلوشیپ کلیه و مجاری ادراری تناسلی,2.5,0,,,-1.0
task01_00309,sent_004772,جراحی انگشت,0.0,rate_neg,جراح ارتوپد ،فلوشیپ لگن ، ران ، تعویض مفصل,2.5,0,,,0.0
task01_00040,sent_004773,امروز عمل تنگی کارپال دارم,0.0,topup_pref,جراح ارتوپد و فلوشیپ جراحی دست-شانه ،ارنج,2.5,0,,,0.0
task01_00064,sent_004802,چربی زیر پوست,0.0,random,متخصص پوست ، مو ، زیبایی و لیزر,5.0,0,,,0.0
task01_00755,sent_004810,راضی نبودم به این علت که اصلا گوش نمیکردن که من مشکلم رو بگم و مرتبا حرف خودشون رو تکرار میکردن و مشکلم حل نشد,-1.0,high_neg,متخصص زنان و زایمان,2.5,0,,,-1.0
task01_00702,sent_004849,درود همسر من مشکل پوستی داره دارو نوشتن ولی درمان نشده,-1.0,high_neg,متخصص پوست و مو,2.5,0,,,-1.0
task01_00280,sent_004851,یکبار بیشتر نرفتیم,0.0,rate_neg,فلوشیپ جراحی ستون فقرات,2.5,0,,,0.0
task01_00484,sent_004899,استرس هنوز بهتر نشدن,0.0,high_neg,متخصص مغز و اعصاب و ستون فقرات,2.5,0,,,0.0
task01_00076,sent_004928,گوش پسرم چرک داشت دارو دادند خوب شد,1.0,random,متخصص و جراح گوش و حلق و بینی,5.0,0,,,1.0
task01_00004,sent_004977,فعلا یکبار ویزیت شدم,0.0,service_neg,فلوشیپ جراحی شانه و آرنج,2.5,0,,,0.0
task01_00164,sent_004990,دکتر خوب و خوش‌برخورد معطلی در مطب برای ویزیت بسیار کم,1.0,mid_neg,متخصص زنان و زایمان,5.0,0,,,1.0
task01_00782,sent_005010,دکتر مهربون و حرفه‌ای هستن من حدود 3 ماهه برای عفونت تحت درمانم و باید همچنان ادامه بدم تا ببینم به نتیجه میرسه یا نه فقط اینکه زمان معطلی در مطب برای نوبتم همیشه خیلی زیاده و بیش از 1 ساعته,1.0,high_neg,جراح و متخصص زنان ، زایمان و نازایی,2.5,0,,,1.0
task01_00313,sent_005020,درد کتف که با تزریق و استراحت برطرف شد,0.0,topup_pref,متخصص ارتوپدی ، فلوشیپ جراحی زانو,2.5,0,,,0.0
task01_00190,sent_005109,پزشک با علم روزی هستند ولی زمان انتظار در مطب علیرغم اخذ نوبت طولانی می‌باشد,1.0,service_neg,فلوشیپ جراحی پا و مچ پا ، متخصص ارتوپدی,2.5,0,,,1.0
task01_00212,sent_005114,فعلآ در مرحله ویزیت هیتم,0.0,service_neg,فلوشیپ سرطانهای دستگاه ادراری (کرایو تراپی در مطب),2.5,0,,,0.0
task01_00737,sent_005214,خانم دکتر خوش‌برخورد بودند و با دقت به سوالات جواب می‌دادند تنها مساله این بود که ویزیت با دو ساعت معطلی از وقتی انجام شد که قبلا تعیین‌شده بود,1.0,high_neg,متخصص پوست ، مو ، زیبایی و لیزر,2.5,0,,,1.0
task01_00091,sent_005277,بسیار دکتر خوب دقیق مهربانی هستن و نوبت دهی به موقع و سر ساعت بدون مشکل,1.0,service_neg,جراح و متخصص زنان ، زایمان و نازایی,5.0,0,,,1.0
task01_00009,sent_005287,پزشک خوبی هستند ولی من درمانم رو کامل نکردم,1.0,rate_neg,متخصص مغز و اعصاب و ستون فقرات,2.5,0,,,1.0
task01_00225,sent_005317,بهترین دک,1.0,high_pos,جراح و متخصص زنان زایمان و نازایی,5.0,0,,,1.0
task01_00165,sent_005337,تا حالی آشنا نشدم ندیدم بار اولمه,0.0,rate_neg,فلوشیپ اورولوژی ترمیمی و جراحی مجاری ادراری,2.5,0,,,0.0
task01_00169,sent_005366,دکتر خوبی هستن ارامش دارن واینکه الکی سونوگرافی وهزینه اضافی برای بیمار نمیتراشن باتوجه به اینکه این هزینه‌ها الان خیلی بالا هست واقعا اگه نیاز باشه میفرسته من در دوره مراقبت بارداری هستم,1.0,mid_neg,متخصص زنان و زایمان,5.0,0,,,1.0
task01_00236,sent_005393,من پیش ایشون تزریق سلول بنیادی با کشیدن چربی از دور ناف و تزریق به زانوهام انجام دادم و فعلا یک هفته گذشته بایستی منتظر نتیجه باشم ولی در کل خوش‌اخلاق هستند و حاذق امید به خدا که تزریق من نتیجه‌بخش باشه حتما مجدد نظرم رو خواهم گفت,1.0,mixed,متخصص ارتوپدی ، جراحی استخوان ومفاصل,5.0,0,,,1.0
task01_00098,sent_005456,تنبلی تخ,0.0,rate_neg,متخصص جراحی زنان و زایمان و نازایی,2.5,0,,,0.0
task01_00268,sent_005477,فعلا تازه مراجعه کردم منتظر نتیجه هستم,0.0,high_neg,جراح و متخصص زنان زایمان نازایی,2.5,0,,,0.0
task01_00017,sent_005484,عمل کردم تحت درمانم هنوز,0.0,rate_neg,جراح کلیه، مجاری ادراری، تناسلی و پروستات ، اورولوژی,2.5,0,,,0.0
task01_00465,sent_005504,خیلی نسخه‌های گرونی تجویز میکنه و دستمزد تزریقات خیلی خیلی بالا,-1.0,high_neg,متخصص پوست ، مو ، زیبایی و لیزر,2.5,0,,,-1.0
task01_00156,sent_005506,عالی من عفونت داشتم ظرف یک هفته خوب شدم,1.0,high_pos,متخصص زنان و زایمان و نازایی,5.0,0,,,1.0
task01_00232,sent_005566,تیک چشمی فعلا اوایل هست و تشخیصی انجام‌نشده تا ببینم چی میشه در ویزیت دوم,0.0,service_neg,متخصص مغز و اعصاب (نورولوژی)، عضو انجمن صرع ایران,2.5,0,,,0.0
task01_00148,sent_005583,فقط یک‌بار ویزیت شدم برخورد ایشان مطلوب و مسوولانه بود,0.0,service_neg,جراح گوش ، حلق و بینی,2.5,0,,,0.0
task01_00205,sent_005597,اصلا ویزیت نشدم 100 تومنم دادم دیگه برگشت داده نشد,-1.0,service_neg,متخصص ارتوپدی - جراحیهای تخصصی زانو و لگن - تعویض مفصل,2.5,0,,,-1.0
task01_00166,sent_005609,با آزمایشگاه جالبی کار نمی‌کنند,0.0,rate_neg,متخصص زنان ، زایمان و نازائی,2.5,0,,,0.0
task01_00264,sent_005620,ناباروری ولی باردارنشدم,-1.0,topup_pref,متخصص زنان و زایمان,2.5,0,,,-1.0
task01_00145,sent_005652,انتظار زیاد,0.0,service_neg,متخصص اورولوژی ( جراح کلیه و مجاری ادرار ),2.5,0,,,0.0
task01_00283,sent_005691,عمل شانه راست نتیجه تازه عمل کردم معلوم نیست,0.0,rate_neg,متخصص ارتوپدی . فلوشیپ جراحی شانه و آرنج,2.5,0,,,0.0
task01_00659,sent_005706,عمل تعویض مفصل انجام دادم خوب بود اما راه رفتنم بعد از سه سال طبیعی نشده و بدون عصا خیلی بد راه میرم,-1.0,high_neg,فلوشیپ جراحی هیپ و لگن,2.5,0,,,-1.0
task01_00188,sent_005774,با بیمه قرارداد نداشتند و این نکته در رزرو نوبت اعلام‌نشده و بیمار در عمل انجام‌شده قرار می‌گیرد و ناچار به پرداخت هزینه گزاف است,-1.0,high_neg,متخصص گوش حلق بینی ، فلوشیپ جراحی گوش,2.5,0,,,-1.0
task01_00167,sent_005792,شوره سر داشتم و با اولین ویزیت درمان شدم,1.0,topup_pref,متخصص پوست و مو و زیبایی و لیزر,5.0,0,,,1.0
