item_id,doctor_id,specialty,rate,label,bucket,neg_score,neg_score_kw,neg_score_rate,neg_hits,pos_score,pos_score_kw,pos_score_rate,pos_hits,has_service_term,has_service_neg_cue,n_words,n_chars,text_label,text_for_tfidf,label_human,label_human_note,rater_id,label_llm,llm_confidence,llm_rationale_short,src_row_id,label_human_int,label_weak,weak_confidence,weak_reason,label_final
sent_001420,220548,جراح مغز و اعصاب و ستون فقرات,5.0,1,topup_pref,0.0,0.0,0.0,,0.9,0.0,0.9,,1,0,13,67,شاگردان ایشان در بیمارستان رسول من رو ویزیت کردند و نتیجه خوب گرفتم,شاگردان بیمارستان رسول ویزیت نتیجه گرفتم,,,,,,,30024,,0,0.45,default_neu,
sent_001421,219073,فلوشیب زانو و آسیبهای ورزشی شانه و زانو,5.0,1,high_pos,0.0,0.0,0.0,,3.4,2.5,0.9,strong_positive,0,0,3,16,بهترین جراح زانو,جراح زانو,,,,,,,28671,,1,0.8999999999999999,pos_kw,1.0
sent_001422,219073,فلوشیب زانو و آسیبهای ورزشی شانه و زانو,5.0,1,topup_pref,0.0,0.0,0.0,,0.9,0.0,0.9,,1,0,21,104,تزریق زانو انجام دادم تعریف ایشان زیاد شنیده بودم کارشون حرف نداشت و دقت و وقت تو ویزیت زیاد برام گذاشتن,تزریق زانو انجام دادم تعریف شنیده_بودم کارشون حرف نداشت دقت وقت ویزیت برام گذاشتن,,,,,,,28646,,0,0.45,default_neu,
sent_001423,117156,فلوشیپ گوش، متخصص گوش و حلق و بینی,5.0,1,mixed,1.6,1.6,0.0,disappointed_soft,3.4,2.5,0.9,strong_positive,0,0,7,40,دخترم را کاشت حلزون کردن عملکردشون عالیه,دخترم کاشت حلزون عملکردشون عالیه,,,,,,,11460,,0,0.45,default_neu,
sent_001424,326283,متخصص جراحی مغز و اعصاب ، فلوشیپ نورواینترونشن,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,5,29,کدپیگیری رو یادتون نره بگیرید,کدپیگیری یادتون نره بگیرید,,,,,,,61980,,0,0.45,default_neu,
sent_001426,113371,متخصص پوست ، مو و زیبایی,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,33,166,بعد زایمان مدام صورتم جوش میزنه علتش مشخص نیست ولی خدود یک ساله قرص آنتی بیرتیک و تعدادی کرم بهم دادن جوشها مقداری کنترل شده الان قطع کردم ولی هنوز گهگداری جوش می زنم,زایمان مدام صورتم جوش میزنه علتش نیست خدود قرص آنتی بیرتیک تعدادی کرم بهم جوشها مقداری کنترل الان قطع گهگداری جوش می‌زنم,,,,,,,7919,,0,0.45,default_neu,
sent_001427,327151,متخصص جراحی زنان و زایمان و نازایی,5.0,1,mid_neg,1.8,1.8,0.0,long_wait,1.9,1.0,0.9,kind,1,0,41,203,من چندین ساله به خانم دکتر مراجعه می کنم اولا خوش برخوردن دومن منصف هستن کاملا بروز و علمی هستن مطبشون خیلی معطلی نداره و برای هر نفر وقت میذارن و کلا حس خوبی دارم ازشون خانم دکتر قنبری رو پیشنهاد می کنم,چندین خانم دکتر مراجعه اولا خوش برخوردن دومن منصف هستن علمی هستن مطبشون معطلی نداره نفر وقت میذارن کلا حس دارم ازشون خانم دکتر قنبری پیشنهاد,,,,,,,62168,,0,0.45,default_neu,
sent_001428,198884,متخصص پوست و مو,5.0,1,topup_pref,0.0,0.0,0.0,,0.9,0.0,0.9,,1,0,12,49,قارچ ناخن با یک جلسه ویزیت به طور کامل از بین رفت,قارچ ناخن جلسه ویزیت,,,,,,,24175,,0,0.45,default_neu,
sent_001429,229918,متخصص مغز و اعصاب و ستون فقرات,5.0,1,topup_pref,0.0,0.0,0.0,,3.4,2.5,0.9,strong_positive,1,0,22,128,دکترفوق العاده ای هستن ولی منشی شون خیلیی بی احترامی میکنن و اصلا برخورد خوبی ندارن همین موضوع باعث شده دنبال دکتر دیگه ای بگردم,دکترفوق العاده‌ای هستن منشی شون خیلیی بی‌احترامی میکنن اصلا برخورد ندارن موضوع دنبال دکتر دیگه‌ای بگردم,,,,,,,33113,,0,0.55,mixed,
sent_001430,323418,متخصص پوست و مو,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,9,46,مرحله ی دوم درمان جای جوش هستم فعلا نظری ندارم,مرحله‌ی درمان جوش هستم فعلا نظری ندارم,,,,,,,60105,,0,0.45,default_neu,
sent_001431,103641,فلوشیپ جراحی گوش,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,13,63,پزشک خوبی هستن ولی کم حوصله با چندتا سوال بیمار از کوره در میرن,پزشک هستن کم‌حوصله چندتا سوال بیمار کوره میرن,,,,,,,1150,,0,0.45,default_neu,
sent_001432,211804,فلوشیپ ناباروری - جراح و متخصص زنان و زایمان و نازایی,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,7,35,مشکل نازایی و هیچ نتیجه ای حاصل نشد,مشکل نازایی نتیجه‌ای حاصل نشد,,,,,,,26938,,0,0.45,default_neu,
sent_001433,227695,متخصص گوش حلق بینی و جراحی های سرو و گردن .جراحی زیبایی صورت,5.0,1,topup_pref,0.0,0.0,0.0,,0.9,0.0,0.9,,1,0,3,15,اولین ویزیت بود,ویزیت,,,,,,,32864,,0,0.75,informational,0.0
sent_001435,298923,متخصص مغز و اعصاب ( نورولوژی ),2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,18,85,معاینه انجام شد و در حال درمان فعلا برای نظر دادن زود هست ولی تمرکز داشتند روی کارشون,معاینه انجام درمان فعلا زود هست تمرکز کارشون,,,,,,,50357,,0,0.45,default_neu,
sent_001436,230140,فلوشیپ کلیه و مجاری ادراری تناسلی,5.0,1,mid_neg,1.8,1.8,0.0,long_wait,0.9,0.0,0.9,,1,0,35,164,سلام و درد از صبر حوصله و اخلاق دکتر خیلی خوشم اومد بسیار در درمان دقیقند فقطنیم ساعت با تاخیر ویزیت شدم که شاید به علت وسواس دکتر سید اسماعیلی باشه در کل راضی بودم,سلام درد صبر حوصله اخلاق دکتر خوشم اومد درمان دقیقند فقطنیم ساعت تاخیر ویزیت شدم وسواس دکتر سید اسماعیلی باشه راضی بودم,,,,,,,33519,,-1,0.816,neg_kw,-1.0
sent_001437,113544,فلوشیپ طب مادر و جنین (پریناتولوژی),5.0,1,mid_neg,1.8,1.8,0.0,long_wait,0.9,0.0,0.9,,1,0,12,61,بسیار دکتر دقیقی هستن ولی خیلی شلوغن و معطلی زیاد داره مطبشون,دکتر دقیقی هستن شلوغن معطلی داره مطبشون,,,,,,,8532,,-1,0.816,neg_kw,-1.0
sent_001438,238168,متخصص پوست ، مو و لیزر,5.0,1,random,0.0,0.0,0.0,,0.9,0.0,0.9,,0,0,5,32,بسیار حرفه ای و خوش برخورد هستند,حرفه‌ای خوش‌برخورد,,,,,,,36148,,0,0.45,default_neu,
sent_001439,326096,متخصص زنان و زایمان,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,7,42,تشخیص درست دادند ولی نمی توانند درمان کنند,تشخیص درست نمی‌توانند درمان,,,,,,,61718,,0,0.45,default_neu,
sent_001440,342419,متخصص گوش ، حلق ، بینی,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,12,56,سلام من پسرم روقبلا پیش ایشون می بردم از نظر من خوب بودم,سلام پسرم روقبلا ایشون می‌بردم بودم,,,,,,,66419,,0,0.45,default_neu,
sent_001441,201487,متخصص پوست و مو و زیبایی و لیزر,5.0,1,high_pos,0.0,0.0,0.0,,3.4,2.5,0.9,strong_positive,0,0,4,17,خیلی محترم و عالی,محترم,,,,,,,24975,,1,0.8999999999999999,pos_kw,1.0
sent_001442,241705,متخصص پوست و مو,5.0,1,high_pos,0.0,0.0,0.0,,3.4,2.5,0.9,strong_positive,0,0,4,22,بسیار بسیاار عالی هستن,بسیاار هستن,,,,,,,38366,,1,0.8999999999999999,pos_kw,1.0
sent_001443,248478,فلوشیپ ستون فقرات و توانبخشی ، متخصص طب فیزیکی,5.0,1,service_neg,0.0,0.0,0.0,,0.9,0.0,0.9,,1,1,25,113,من با دکتر چراغی دو بار ویزیت داشتم و قراره برام پی ار پی انجام بدن و بهشون کاملا اطمینان دارم و حتما کارشون خوبه,دکتر چراغی ویزیت داشتم قراره برام ار انجام بدن بهشون اطمینان دارم حتما کارشون خوبه,,,,,,,39559,,-1,0.7,neg_service,-1.0
sent_001444,114966,متخصص جراحی کلیه و مجاری ادراری و ناباروری,5.0,1,high_pos,0.0,0.0,0.0,,3.4,2.5,0.9,strong_positive,0,0,12,56,فعلا تحت درمان هستم رفتار و برخورد عالی و دقت بسیار بالا,فعلا درمان هستم رفتار برخورد دقت,,,,,,,9887,,1,0.8999999999999999,pos_kw,1.0
sent_001445,114147,متخصص گوش وحلق و بینی,5.0,1,high_pos,0.0,0.0,0.0,,3.4,2.5,0.9,strong_positive,0,0,8,39,برای شستشوی گوش مراجعه کردم و عالی هستن,شستشوی گوش مراجعه هستن,,,,,,,8832,,1,0.8999999999999999,pos_kw,1.0
sent_001446,3216,جراح و متخصص استخوان و مفاصل (ارتوپد),2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,6,29,مشکل زانو در مرحله درمان هستم,مشکل زانو مرحله درمان هستم,,,,,,,58435,,0,0.45,default_neu,
sent_001447,126058,جراح اعصاب و ستون فقرات,5.0,1,random,0.0,0.0,0.0,,0.9,0.0,0.9,,0,0,6,22,من 3 بار دیسک گردن عمل,دیسک گردن عمل,,,,,,,15301,,0,0.75,informational,0.0
sent_001448,127452,متخصص مغز و اعصاب و ستون فقرات,5.0,1,topup_pref,0.0,0.0,0.0,,3.4,2.5,0.9,strong_positive,1,0,26,129,برای پیشگیری از آلزایمر مادرم مراجعه کردیم فعلا یک جلسه ویزیت شدن و برای قضاوت زود است اما برخورد و اخلاق ایشان با بیمار عالی بود,پیشگیری آلزایمر مادرم مراجعه کردیم فعلا جلسه ویزیت قضاوت زود برخورد اخلاق بیمار,,,,,,,16326,,1,0.8999999999999999,pos_kw,1.0
sent_001449,224574,متخصص اورتوپدی جراح زانو,5.0,1,mid_neg,2.0,2.0,0.0,no_improve,0.9,0.0,0.9,,1,0,7,39,هنوز نتیجه نگرفتم باید دوباره ویزیت بشم,نتیجه نگرفتم ویزیت بشم,,,,,,,31975,,-1,0.84,neg_kw,-1.0
sent_001450,128023,متخصص پوست و مو,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,5,23,تازه درمان رو شروع کردم,تازه درمان,,,,,,,17118,,0,0.45,default_neu,
sent_001451,249879,متخصص جراحی کلیه و مجاری ادراری و تناسلی,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,12,63,دکتر خوش اخلاق سنگ داشتم ایشون عمل کردن و خدارو شکر مشکلی ندارم,دکتر خوش‌اخلاق سنگ داشتم ایشون عمل خدارو شکر مشکلی ندارم,,,,,,,39824,,0,0.75,informational,0.0
sent_001452,110876,جراح مغز و اعصاب و ستون فقرات,5.0,1,high_pos,0.0,0.0,0.0,,3.4,2.5,0.9,strong_positive,0,0,30,147,سلام آقای دکتر عالی هستن من دیسک کمر آرتروز گردن و دیسک گردن وخمیدگی گردن پارم که دیسک کمرم خوب شد والان برای گردنم پیش ایشون تحت نظرم کارشون عالیه,سلام دکتر هستن دیسک کمر آرتروز گردن دیسک گردن وخمیدگی گردن پارم دیسک کمرم والان گردنم ایشون نظرم کارشون عالیه,,,,,,,6206,,1,0.8999999999999999,pos_kw,1.0
sent_001453,284486,اورولوژیست (جراح کلیه و مجاری ادراری و ناباروری),2.5,0,service_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,1,0,4,21,یه باردرمطب ویزیت شدم,یه باردرمطب ویزیت شدم,,,,,,,47536,,0,0.45,default_neu,
sent_001454,117156,فلوشیپ گوش، متخصص گوش و حلق و بینی,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,13,69,با سلام یک دوره دارو های وزیت شده دکتر رو استفاده کردم نتیجه بخش بوده,سلام دوره دارو‌های وزیت دکتر استفاده نتیجه‌بخش,,,,,,,11311,,0,0.45,default_neu,
sent_001455,100246,متخصص پوست ، مو و زیبایی,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,3,14,تحت درمان هستم,درمان هستم,,,,,,,44,,0,0.75,informational,0.0
sent_001456,286398,متخصص مغز و اعصاب و ستون فقرات,2.5,0,service_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,1,0,50,233,درود همه چیز خوب بود فقط اینکه ما چون نوبت اخر بودیم دکتر نتونستن برای ما وقت بذارن ولی در مجموع دکتر خوبی بودن ولی خب مشورت و سوال داشتیم که خیلی عجولانهذشد همه چیز 5 دقیقه شاید تونستن واقت بزارن ساید چون اخر تایم بود به این شکل بود,درود نوبت اخر بودیم دکتر نتونستن وقت بذارن مجموع دکتر خب مشورت سوال داشتیم عجولانهذشد دقیقه تونستن واقت بزارن ساید اخر تایم شکل,,,,,,,48065,,0,0.45,default_neu,
sent_001457,285437,متخصص زنان و زایمان و نازایی,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,3,14,برای تشخیص بچه,تشخیص بچه,,,,,,,47866,,0,0.75,informational,0.0
sent_001459,109440,فلوشیپ آی وی اف و لاپاراسکوپی,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,7,33,فعلا در حال درمان هستم نظری ندارم,فعلا درمان هستم نظری ندارم,,,,,,,4619,,0,0.45,default_neu,
sent_001460,234392,متخصص پوست و مو ، زیبایی و لیزر,5.0,1,random,0.0,0.0,0.0,,0.9,0.0,0.9,,0,0,8,35,به نظر من دکتر خیلی خیلی خوبی هستند,دکتر,,,,,,,34543,,0,0.45,default_neu,
sent_001462,131109,جراح ارتوپد و فلوشیپ جراحی دست-شانه ،ارنج,5.0,1,mid_neg,1.8,1.8,0.0,long_wait,0.9,0.0,0.9,,0,0,18,87,توسط دکتر عمل تاندون و کیست دست داشتم تازه عمل کردم منتظر نتیجه هستم اما درکل راضی هستم,توسط دکتر عمل تاندون کیست دست داشتم تازه عمل منتظر نتیجه هستم درکل راضی هستم,,,,,,,19402,,-1,0.816,neg_kw,-1.0
sent_001463,191500,متخصص جراحی استخوان و مفاصل ( ارتوپدی ),5.0,1,random,0.0,0.0,0.0,,0.9,0.0,0.9,,1,0,4,16,ویزیت بعد از عمل,ویزیت عمل,,,,,,,23043,,0,0.75,informational,0.0
sent_001464,219108,متخصص جراحی کلیه مجاری ادراری (ارولوژی),5.0,1,topup_pref,0.0,0.0,0.0,,1.9,1.0,0.9,kind,1,0,8,30,با حوصله دقیق و با سواد و منصف,حوصله دقیق سواد منصف,,,,,,,28927,,0,0.45,default_neu,
sent_001465,114194,متخصص گوش و حلق و بینی,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,3,14,خوب بود کارشون,کارشون,,,,,,,8942,,0,0.75,informational,0.0
sent_001466,320309,متخصص و جراح مغز اعصاب و ستون فقرات,5.0,1,topup_pref,0.0,0.0,0.0,,0.9,0.0,0.9,,1,0,72,335,تو مطب خیلی معطل میشید که انشالله دکتر براش تدبیری میکنه ولی من پیشش دیسک گردن عمل کردم و 40 سالمه فقط روزی 10 بار دعاش می کنم ایشون یک فرشته است که از سمت خدا اومده خدا تو این مسیر کمکش باشه اول خدا دوم دکتر منو شفا دادن دلسوز پیگیر و پنجه طلا هستند یه نکته مهم علاوه بر فوق پنجه طلا بودن اخلاق بسیار بسیار بسیار مهربون و خوش رو هستند,مطب معطل میشید انشالله دکتر براش تدبیری میکنه پیشش دیسک گردن عمل 40 سالمه روزی 10 دعاش ایشون فرشته خدا اومده خدا مسیر کمکش باشه خدا دکتر منو شفا دلسوز پیگیر پنجه طلا یه نکته پنجه طلا اخلاق مهربون خوش‌رو,,,,,,,57638,,0,0.75,informational,0.0
sent_001468,320644,متخصص و جراح زنان و زایمان,5.0,1,high_pos,0.0,0.0,0.0,,4.4,3.5,0.9,strong_positive|kind,0,0,12,62,مشکل زنان بود وایشون با آرامش ودرایت مشکلم رفع کردن بسیار عالی,مشکل زنان وایشون آرامش ودرایت مشکلم رفع,,,,,,,58041,,1,0.95,pos_kw,1.0
sent_001470,314185,جراح و متخصص گوش و حلق و بینی,5.0,1,random,0.0,0.0,0.0,,2.2,1.3,0.9,thanks,0,0,18,96,ممنونم از خانم دکتر مهربون مدتها بود گلو دردم خوب نمی شد ایشون با راهنمایی هاشون خیلی کمکم کردند,ممنونم خانم دکتر مهربون مدتها گلو دردم نمی‌شد ایشون راهنمایی هاشون کمکم,,,,,,,55294,,1,0.756,pos_kw,1.0
sent_001471,285437,متخصص زنان و زایمان و نازایی,5.0,1,mixed,2.0,2.0,0.0,no_improve,5.7,4.8,0.9,strong_positive|thanks|kind,0,0,41,202,بسیار عالی مهربان تشخیص و درمانشون عالی بود من دو سال توسط پزشک های مختلف تحت درمان بودم و نتیجه نگرفتم ولی خانم دکتر با دو جلسه منو درمان کردن و نتیجه عالی گرفتم ممنونم از ایشون و رفتار حرفه ای که دارن,مهربان تشخیص درمانشون سال توسط پزشک‌های مختلف درمان بودم نتیجه نگرفتم خانم دکتر جلسه منو درمان نتیجه گرفتم ممنونم ایشون رفتار حرفه‌ای دارن,,,,,,,47940,,0,0.45,default_neu,
sent_001472,301270,متخصص جراحی مغز و ستون فقرات,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,2,11,بهتر شده ام,شده‌ام,,,,,,,51014,,0,0.75,informational,0.0
sent_001473,223596,متخصص مغز و اعصاب - سکته مغزی و بیماریهای عروقی مغز,2.5,0,service_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,1,0,10,51,پدرم مشکل حافظه داشته و اولین ویزیت پیش ایشون رفتند,پدرم مشکل حافظه ویزیت ایشون رفتند,,,,,,,31223,,0,0.45,default_neu,
sent_001474,234702,متخصص جراحی تعویض مفصل و ارتوپدی,5.0,1,high_pos,0.0,0.0,0.0,,3.4,2.5,0.9,strong_positive,0,0,6,28,بهترین دکتر ارتوپد از نظر من,دکتر ارتوپد,,,,,,,34696,,1,0.8999999999999999,pos_kw,1.0
sent_001475,320428,متخصص جراحی کلیه و مجاری ادراری ( اورولوژی),2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,8,43,هنوز نتایج آزمایشات به ایشان ارایه نشده است,نتایج آزمایشات ارایه نشده_است,,,,,,,57933,,0,0.75,informational,0.0
sent_001476,113371,متخصص پوست ، مو و زیبایی,5.0,1,random,0.0,0.0,0.0,,0.9,0.0,0.9,,0,0,14,64,برای آکنه مراجعه کردم دو یا سه دوره راکوتان مصرف کردم و درمان شد,آکنه مراجعه دوره راکوتان مصرف درمان,,,,,,,7995,,0,0.45,default_neu,
sent_001477,200998,متخصص جراحی مغز و اعصاب,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,7,35,خود دکتر نبودن و جواب قاطعی نگرفتیم,دکتر نبودن جواب قاطعی نگرفتیم,,,,,,,24672,,0,0.45,default_neu,
sent_001478,130269,متخصص مغز و اعصاب و ستون فقرات,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,8,40,من هنوز تحت درمان هستم وخوبند میگرن دارم,درمان هستم وخوبند میگرن دارم,,,,,,,18605,,0,0.45,default_neu,
sent_001479,214346,جراح و متخصص زنان و زایمان - فلوشیپ نازایی,2.5,0,high_neg,3.6,2.0,1.6,no_improve,0.0,0.0,0.0,,0,0,3,16,هنو نتیجه نگرفتم,هنو نتیجه نگرفتم,,,,,,,28050,,-1,0.84,neg_kw,-1.0
sent_001481,320761,متخصص گوش ، حلق ، بینی و جراحی سر و گردن,5.0,1,random,0.0,0.0,0.0,,0.9,0.0,0.9,,0,0,3,10,درد در گوش,درد گوش,,,,,,,58108,,0,0.75,informational,0.0
sent_001482,114729,جراح و متخصص زنان ، زایمان,5.0,1,random,0.0,0.0,0.0,,0.9,0.0,0.9,,0,0,5,26,دکتر درابادی خیلی خوب هستن,دکتر درابادی هستن,,,,,,,9403,,0,0.45,default_neu,
sent_001483,300177,فوق تخصص مغز واعصاب کودکان و نوجوانان,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,23,108,پسرم 4 ساله دارم که حرف نمیزنه دو سال که تحت درمان هستم دارو استفاده کردم ام آر ای انجام دادم مشکلی هم نداره,پسرم دارم حرف نمیزنه سال درمان هستم دارو استفاده ام آر‌ای انجام دادم مشکلی نداره,,,,,,,50843,,0,0.45,default_neu,
sent_001484,256556,متخصص جراحی کلیه، مجاری ادراری (اورولوژی),2.5,0,service_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,1,0,26,123,با سلام کم تحمل جهت شنیدن توضیحات بیمار و در بیرون راندن از مطب بسیار عجله میکنن ولی تشخیص و عملکرد مطلوبی در اتاق عمل دارن,سلام تحمل جهت شنیدن توضیحات بیمار راندن مطب عجله میکنن تشخیص عملکرد مطلوبی اتاق عمل دارن,,,,,,,42218,,0,0.75,informational,0.0
sent_001485,341361,متخصص گوش ، حلق ، بینی و جراحی سر و گردن,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,5,22,سلام شما دکتر چی هستید,سلام دکتر چی هستید,,,,,,,66124,,0,0.45,default_neu,
sent_001486,220143,متخصص زنان زایمان و نازایی,5.0,1,random,0.0,0.0,0.0,,0.9,0.0,0.9,,0,0,3,19,خیلی مهربونو بانمکن,مهربونو بانمکن,,,,,,,29492,,0,0.75,informational,0.0
sent_001487,304097,متخصص گوش و حلق و بینی و جراحی سر و گردن,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,19,105,یک مقدار عجول بودند و حوصله کافی برای شنیدن مشکل بیمار نداشتند همچنین از دستکش برای معاینه استفاده نکردند,مقدار عجول حوصله شنیدن مشکل بیمار نداشتند دستکش معاینه استفاده نکردند,,,,,,,52280,,0,0.45,default_neu,
sent_001488,234392,متخصص پوست و مو ، زیبایی و لیزر,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,4,16,کرایو زگیل کف پا,کرایو زگیل کف پا,,,,,,,34495,,0,0.45,default_neu,
sent_001489,336354,جراح و متخصص استخوان و مفاصل - ارتوپدی,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,2,8,کمر ولگن,کمر ولگن,,,,,,,65230,,0,0.75,informational,0.0
sent_001490,322618,متخصص پوست ، مو ، زیبایی و لیزر,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,7,31,فعلا فقط در حد ازمایش دادن بوده,فعلا ازمایش,,,,,,,59488,,0,0.45,default_neu,
sent_001491,325458,متخصص پوست و مو و زیبایی,5.0,1,random,0.0,0.0,0.0,,0.9,0.0,0.9,,0,0,3,12,ریزش مو دارو,ریزش مو دارو,,,,,,,61088,,0,0.75,informational,0.0
sent_001492,126812,فلوشیپ جراحی هیپ و لگن,5.0,1,topup_pref,0.0,0.0,0.0,,1.9,1.0,0.9,kind,1,0,12,60,یک جلسه پیش ایشون ویزیت شدم بسیار با اخلاق استاد وخوش برخورد,جلسه ایشون ویزیت شدم اخلاق استاد وخوش برخورد,,,,,,,15923,,0,0.45,default_neu,
sent_001493,131273,متخصص ارتوپدی ( جراح استخوان و مفاصل ),2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,5,26,فقط یکبار فعلا مراجعه کردم,یکبار فعلا مراجعه,,,,,,,19883,,0,0.45,default_neu,
sent_001494,223596,متخصص مغز و اعصاب - سکته مغزی و بیماریهای عروقی مغز,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,15,80,دکتر فقط چندتا سوال میکردن و نهایت توضیحات رو دستیار دکتر انجام می داد نه خودشون,دکتر چندتا سوال میکردن نهایت توضیحات دستیار دکتر انجام می‌داد نه خودشون,,,,,,,31155,,0,0.45,default_neu,
sent_001495,223561,متخصص پوست ، مو و لیزر,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,4,18,تازه یک جلسه رفتیم,تازه جلسه رفتیم,,,,,,,30914,,0,0.45,default_neu,
sent_001496,253573,بورد تخصصی ارتوپدی,5.0,1,topup_pref,0.0,0.0,0.0,,0.9,0.0,0.9,,1,0,14,69,ویزیت بابت درد زانو بررسی مناسب انجام شد و دارو و فیزیوتراپی تجویز شد,ویزیت بابت درد زانو بررسی انجام دارو فیزیوتراپی تجویز,,,,,,,41281,,0,0.45,default_neu,
sent_001497,322618,متخصص پوست ، مو ، زیبایی و لیزر,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,10,54,مشاوره شدم فقط برای درمان حتما نظرمو به اشتراک می زارم,مشاوره شدم درمان حتما نظرمو اشتراک می‌زارم,,,,,,,59618,,0,0.45,default_neu,
sent_001498,299975,متخصص جراحی کلیه و مجاری ادراری ( اورولوژی ),2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,6,29,راستش درمان رو تازه شروع کردم,راستش درمان تازه,,,,,,,50643,,0,0.45,default_neu,
sent_001499,122537,متخصص پوست مو لیزر,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,9,47,برای جوش صورت مراجعه کردم بعد تغییری نکرد مشکلم,جوش صورت مراجعه تغییری نکرد مشکلم,,,,,,,13098,,0,0.45,default_neu,
sent_001500,110102,متخصص ارتوپدی ( جراح استخوان و مفاصل ),2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,3,19,فعلا نتیجه ای ندیدم,فعلا نتیجه‌ای ندیدم,,,,,,,5104,,0,0.45,default_neu,
sent_001501,235783,فلوشیپ جراحی شانه و آرنج,2.5,0,rate_neg,1.6,0.0,1.6,,1.6,1.6,0.0,skilled,0,0,12,71,یکبار رفتم پیششون فعلا نتیجه ی قطعی نگرفتم ولی دکتر بااخلاق وحاذقی هستن,یکبار رفتم پیششون فعلا نتیجه‌ی قطعی نگرفتم دکتر بااخلاق وحاذقی هستن,,,,,,,34951,,1,0.792,pos_kw,1.0
sent_001502,283513,جراح و متخصص زنان ، زایمان و نازایی,5.0,1,topup_pref,0.0,0.0,0.0,,1.9,1.0,0.9,kind,1,0,17,86,فعلا تحت درمان هستم خانم دکتر بسیار خوش برخورد هستن و خیلی دقیق و با حوصله ویزیت میکنن,فعلا درمان هستم خانم دکتر خوش‌برخورد هستن دقیق حوصله ویزیت میکنن,,,,,,,47043,,0,0.45,default_neu,
sent_001503,236556,متخصص پوست ، مو ، لیزر و زیبایی,5.0,1,random,0.0,0.0,0.0,,0.9,0.0,0.9,,1,0,11,49,خیلی با صبر و حوصله ویزیت میکنن و کامل توضیح میدن,صبر حوصله ویزیت میکنن توضیح میدن,,,,,,,35470,,0,0.45,default_neu,
sent_001504,331935,متخصص ارتوپدی,5.0,1,random,0.0,0.0,0.0,,0.9,0.0,0.9,,0,0,13,72,دکتر فوق العاده دقیق مشکل کشیدگی تاندون داشتم که با تشخیص سریع معالجه شد,دکتر فوق‌العاده دقیق مشکل کشیدگی تاندون داشتم تشخیص سریع معالجه,,,,,,,64192,,1,0.8999999999999999,pos_kw,1.0
