item_id,doctor_id,specialty,rate,label,bucket,neg_score,neg_score_kw,neg_score_rate,neg_hits,pos_score,pos_score_kw,pos_score_rate,pos_hits,has_service_term,has_service_neg_cue,n_words,n_chars,text_label,text_for_tfidf,label_human,label_human_note,rater_id,label_llm,llm_confidence,llm_rationale_short,src_row_id,label_human_int,is_gold,label_weak,weak_confidence,weak_reason,label_final
sent_007717,235783,فلوشیپ جراحی شانه و آرنج,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,4,24,فعلا هنوز ام ار ای دادند,فعلا هنوز‌ام ار‌ای,,,,,,,34925,0,1,0,0.94,informational,
sent_007343,241705,متخصص پوست و مو,2.5,0,high_neg,3.2,1.6,1.6,disappointed_soft,0.0,0.0,0.0,,0,0,4,16,توصیه به کاشت مو,توصیه کاشت مو,,,,,,,38351,0,1,0,0.45,default_neu,
sent_002859,217774,متخصص جراحی استخوان و مفاصل ارتوپدی,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,5,26,برای بار دوم مراجعه می کنم,مراجعه,,,,,,,28291,0,1,0,0.45,default_neu,
sent_005774,318816,متخصص گوش حلق بینی ، فلوشیپ جراحی گوش,2.5,0,high_neg,3.0,1.4,1.6,money,0.0,0.0,0.0,,1,0,25,129,با بیمه قرارداد نداشتند و این نکته در رزرو نوبت اعلام نشده و بیمار در عمل انجام شده قرار می گیرد و ناچار به پرداخت هزینه گزاف است,بیمه قرارداد نداشتند نکته رزرو نوبت اعلام‌نشده بیمار عمل انجام‌شده قرار ناچار پرداخت هزینه گزاف,,,,,,,56357,-1,1,0,0.94,informational,
sent_006489,125913,متخصص پوست و مو و زیبایی,5.0,1,topup_pref,0.0,0.0,0.0,,0.9,0.0,0.9,,1,0,21,97,سلام بنده مشکل خشکی و اگزما پوستی داشتم که با ویزیت دکتر بزرگوار در متر از یک هفته بهبودی حاصل شد,سلام بنده مشکل خشکی اگزما پوستی داشتم ویزیت دکتر بزرگوار هفته بهبودی حاصل,,,,,,,15080,1,1,0,0.45,default_neu,
sent_001119,257364,متخصص جراحی کلیه و مجاری اداری ( ارولوژی ),5.0,1,mixed,1.4,1.4,0.0,money,3.7,2.8,0.9,kind|improved,1,0,87,439,برای درمان زگیل تناسلی بهشون مراجعه کردم در مرحله اول درمان کاملا نتیجه رضایت بخشی گرفتم و درمان شدم زگیل ها از بین رفتن و جاش هم دیگه نمونده و ویزیت های دوره ای رو برای چکاپ پیششون میرم بسیار خوش برخورد و با حوصله براتون توضیح میدن و تو کار و تشخصیشونم هم دقیق هستن دکتر با صحبت هاشون و اطلاعاتشون باعث روحیه دادن به بنده شدن و با اطمنیان خاطری که ایجاد کردن باعث دفع نگرانی هام راجب این بیماری شدن امیدوارم هر جا هستند موفق و سلامت باشند,درمان زگیل تناسلی بهشون مراجعه مرحله درمان نتیجه رضایت گرفتم درمان شدم زگیل‌ها رفتن جاش دیگه نمونده ویزیت‌های دوره‌ای چکاپ پیششون میرم خوش‌برخورد حوصله براتون توضیح میدن کار تشخصیشونم دقیق هستن دکتر صحبت هاشون اطلاعاتشون روحیه بنده اطمنیان خاطری ایجاد دفع نگرانی هام راجب بیماری امیدوارم موفق سلامت,,,,,,,42394,1,1,1,0.94,pos_strong,
sent_007009,114729,جراح و متخصص زنان ، زایمان,2.5,0,high_neg,3.4000000000000004,1.8,1.6,long_wait,0.0,0.0,0.0,,0,0,5,28,منتظرم جواب آزمایش ببرم پیشش,منتظرم جواب آزمایش ببرم پیشش,,,,,,,9355,0,1,0,0.94,informational,
sent_004636,340351,متخصص زنان و زایمان,5.0,1,random,0.0,0.0,0.0,,2.2,1.3,0.9,thanks,0,0,8,40,کیست داشتم و عمل کردم واقعا ممنونم ازشون,کیست داشتم عمل واقعا ممنونم ازشون,,,,,,,65905,1,1,0,0.45,default_neu,
sent_000215,106705,متخصص مغز و اعصاب و ستون فقرات,5.0,1,high_neg,2.6,2.6,0.0,strong_negative,0.9,0.0,0.9,,0,0,14,78,با سلام همسرم بیماری کره هانتینکتون داره حالا خیلی بدتر شده ونمیدانم چاره چیسن,سلام همسرم بیماری کره هانتینکتون داره بدتر ونمیدانم چاره چیسن,,,,,,,3123,-1,1,0,0.45,default_neu,
sent_004135,112601,متخصص مغز و اعصاب و ستون فقرات,2.5,0,high_neg,3.2,1.6,1.6,disappointed_soft,0.0,0.0,0.0,,0,0,3,15,زیاد راضی نبودم,راضی نبودم,,,,,,,7042,0,1,-1,0.88,neg_kw,
sent_006197,340408,فلوشیپ ارتوپدی اطفال,5.0,1,mid_neg,1.4,1.4,0.0,money,0.9,0.0,0.9,,0,0,24,113,دکتر با تجربه ایی بود و همانطور که فرمودن نگرانی ما درمورد راه رفتن کودکمون بی مورد بود و خدا رو شکر کاملا خوب شد,دکتر تجربه ایی همانطور فرمودن نگرانی درمورد رفتن کودکمون بی‌مورد خدا شکر,,,,,,,65912,1,1,0,0.45,default_neu,
sent_005980,116621,فلوشیپ انکولوژی زنان ، لاپاروسکوپی و کولپوسکوپی,2.5,0,high_neg,3.4000000000000004,1.8,1.6,long_wait,0.0,0.0,0.0,,1,0,2,9,خیلی شلوغ,شلوغ,,,,,,,11250,0,1,-1,0.78,neg_kw,
sent_004683,306193,متخصص جراحی کلیه و مجاری ادراری تناسلی ( ارولوژیست ),2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,3,15,اهدا کننده کلیه,اهدا کلیه,,,,,,,53176,0,1,0,0.94,informational,
sent_000663,200998,متخصص جراحی مغز و اعصاب,5.0,1,mixed,1.4,1.4,0.0,money,2.5,1.6,0.9,skilled,1,0,7,28,دکتر خوب و حاذق و ویزیت گران,دکتر حاذق ویزیت گران,,,,,,,24607,1,1,1,0.95,pos_strong,
sent_004519,250071,متخصص و جراح ارتوپدی,5.0,1,topup_pref,0.0,0.0,0.0,,0.9,0.0,0.9,,1,0,8,48,مشکل سائیدگی زانوداشتم باسه نوبت تزریق الان خوبم,مشکل سائیدگی زانوداشتم باسه نوبت تزریق الان خوبم,,,,,,,39896,1,1,0,0.45,default_neu,
sent_007914,123101,جراح و متخصص زنان ، زایمان و نازایی,2.5,0,high_neg,3.4000000000000004,1.8,1.6,long_wait,0.0,0.0,0.0,,1,0,4,18,مطب بسیار شلوغ بود,مطب شلوغ,,,,,,,13478,0,1,-1,0.78,neg_kw,
sent_002294,186837,متخصص زنان و زایمان - فلوشیپ نازایی,2.5,0,high_neg,3.4000000000000004,1.8,1.6,long_wait,0.0,0.0,0.0,,1,0,8,34,خوب ولی مطب خیلی بی نظم و شلوغ هست,مطب بی‌نظم شلوغ هست,,,,,,,22124,0,1,0,0.85,mixed_service,
sent_006747,248478,فلوشیپ ستون فقرات و توانبخشی ، متخصص طب فیزیکی,2.5,0,high_neg,3.6,2.0,1.6,no_improve,0.0,0.0,0.0,,0,0,15,71,سلام من دارو استفاده کردم تا الان هیچ تغییری نکردم هنوز کمر درد رو دارم,سلام دارو استفاده الان تغییری نکردم کمر درد دارم,,,,,,,39618,-1,1,0,0.45,default_neu,
sent_001158,102727,متخصص زنان و زایمان ( فلوشیپ نازایی )، IVF و لاپاراسکوپی,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,3,19,تحت درمانم ناباروری,درمانم ناباروری,,,,,,,580,0,1,0,0.94,informational,
sent_006620,302119,جراح و متخصص زنان ، زایمان و فلوشیپ ناباروری,5.0,1,mid_neg,1.8,1.8,0.0,long_wait,0.9,0.0,0.9,,0,0,5,26,مشکل تاخیر در قائدگی داشتم,مشکل تاخیر قائدگی داشتم,,,,,,,51229,1,1,-1,0.78,neg_kw,
sent_006165,295516,متخصص ارتوپدی ، جراح استخوان و مفاصل,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,3,14,گرفتگی عصب دست,گرفتگی عصب دست,,,,,,,50190,0,1,0,0.94,informational,
sent_002350,197927,فلوشیپ جراحی ستون فقرات,2.5,0,high_neg,3.2,1.6,1.6,careless,0.0,0.0,0.0,,1,1,44,218,برای بعضی بیماران وقت می گذاشتند و از پشت در مطب می شنیدم که یک مطلب را چند بار برای بیمار تکرار می کردند ولی من که وارد مطب شدم وقت چندانی نگذاشتند و با عجله و نسبتا بی حوصلگی برخورد کردند و جواب های تند و سرسری دادند,بیماران وقت می‌گذاشتند مطب می‌شنیدم مطلب بیمار تکرار مطب شدم وقت چندانی نگذاشتند عجله نسبتا بی‌حوصلگی برخورد جواب‌های تند سرسری,,,,,,,23753,-1,1,0,0.45,default_neu,
sent_005803,304018,متخصص پوست ، مو ، زیبایی و لیزر,2.5,0,high_neg,3.2,1.6,1.6,disappointed_soft,0.0,0.0,0.0,,0,0,37,159,من ریزش مو و جوش صورت داشتم البته جوشای صورتم زیاد نبود در حد چهار پنج تا که داروی جوش صورت خوب بود برطرف شد اما برای ریزش مو اصلا خوب نبود من ریزش موم قطع نشد,ریزش مو جوش صورت داشتم جوشای صورتم نبود داروی جوش صورت برطرف ریزش مو اصلا نبود ریزش موم قطع نشد,,,,,,,51892,-1,1,0,0.45,default_neu,
sent_000898,320397,جراح و متخصص زنان و زایمان,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,4,18,در اینستا آشنا شدم,اینستا آشنا شدم,,,,,,,57860,0,1,0,0.45,default_neu,
sent_003074,238352,متخصص پوست و مو (درماتولوژی),2.5,0,high_neg,3.4000000000000004,1.8,1.6,long_wait,0.0,0.0,0.0,,1,0,16,74,سر اون تایمی که نوبت داشتم ویزیت نشدم یک ساعت ربع منتظر موندم تا ویزیت بشم,سر اون تایمی نوبت داشتم ویزیت نشدم ساعت ربع منتظر موندم ویزیت بشم,,,,,,,36307,0,1,0,0.45,default_neu,
sent_007563,322618,متخصص پوست ، مو ، زیبایی و لیزر,2.5,0,high_neg,3.4000000000000004,1.8,1.6,long_wait,0.0,0.0,0.0,,1,0,13,65,مطب بسیار شلوغه و نوبت دهی بر اساس وقت های تعیین شده در سایت نیست,مطب شلوغه نوبت دهی اساس وقت‌های تعیین‌شده سایت نیست,,,,,,,59584,-1,1,-1,0.78,neg_kw,
sent_005020,208985,متخصص ارتوپدی ، فلوشیپ جراحی زانو,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,9,38,درد کتف که با تزریق و استراحت برطرف شد,درد کتف تزریق استراحت برطرف,,,,,,,26201,0,1,0,0.45,default_neu,
sent_006964,112601,متخصص مغز و اعصاب و ستون فقرات,5.0,1,high_pos,0.0,0.0,0.0,,3.4,2.5,0.9,strong_positive,0,0,7,39,نوار عصب همانجا انجام می شود بسیار عالی,نوار عصب همانجا انجام,,,,,,,7136,1,1,1,0.87,pos_kw,
sent_002009,314638,متخصص اورولوژی - فلوشیپ اندویورولوژی و لاپاراسکوپی,2.5,0,service_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,1,0,11,58,دکتر خوبی هستند چند سال هست توسط ایشان ویزیت ودرمان می شوم,دکتر سال هست توسط ویزیت ودرمان می‌شوم,,,,,,,55481,1,1,1,0.78,pos_kw,
sent_000337,217774,متخصص جراحی استخوان و مفاصل ارتوپدی,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,4,17,درد عصبی و ارتورز,درد عصبی ارتورز,,,,,,,28265,0,1,0,0.45,default_neu,
sent_000841,221018,متخصص بیماری های پوست و مو,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,4,22,بیماری نسبتا کنترل شده,بیماری نسبتا کنترل,,,,,,,30181,0,1,0,0.45,default_neu,
sent_006212,173666,جراح و متخصص زنان و زایمان و نازایی,2.5,0,high_neg,3.6,2.0,1.6,no_improve,0.0,0.0,0.0,,0,0,5,31,قاعدگی نامنظم فعلا نتیجه نگرفتم,قاعدگی نامنظم فعلا نتیجه نگرفتم,,,,,,,21025,-1,1,0,0.45,default_neu,
sent_000527,327151,متخصص جراحی زنان و زایمان و نازایی,5.0,1,topup_pref,0.0,0.0,0.0,,3.2,2.3,0.9,thanks|kind,1,0,27,127,سلام خانم دکتر با اخلاق و مومن که با حوصله به حرفهای من گوشداد و به من آرامش داد متشکرم توصیه می کنم حتما ویزیت بشید توسط ایشون,سلام خانم دکتر اخلاق مومن حوصله حرفهای گوشداد آرامش متشکرم توصیه حتما ویزیت بشید توسط ایشون,,,,,,,62190,1,1,1,0.8400000000000001,pos_kw,
sent_002084,335783,جراح و متخصص استخوان و مفاصل { ارتوپد },2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,2,13,پاهای پرانتزی,پاهای پرانتزی,,,,,,,65106,0,1,0,0.94,informational,
sent_002573,242266,فلوشیپ پیوند کلیه ، عضو تیم تخصصی درمان ناباروری,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,4,19,تحت درمان قرار دارم,درمان قرار دارم,,,,,,,39137,0,1,0,0.45,default_neu,
sent_007933,197927,فلوشیپ جراحی ستون فقرات,5.0,1,mid_neg,2.0,2.0,0.0,no_improve,0.9,0.0,0.9,,0,0,5,28,جراحی دیسک فعلا نتیجه نگرفتم,جراحی دیسک فعلا نتیجه نگرفتم,,,,,,,23845,0,1,0,0.94,informational,
sent_007929,239867,متخصص پوست و مو ، زیبایی و لیزر,5.0,1,high_neg,2.2,2.2,0.0,misdiagnosis,0.9,0.0,0.9,,0,0,21,104,بثورات پوستی دوتا دکتر تشخیص اشتباه دادن ایشون تشخیص ویروس دادن و گفتن خودش خوب میشه و رو به بهبودم هستم,بثورات پوستی دوتا دکتر تشخیص اشتباه ایشون تشخیص ویروس گفتن میشه بهبودم هستم,,,,,,,37746,1,1,-1,0.77,neg_kw,
sent_000714,220532,متخصص مغز و اعصاب (نورولوژیست),5.0,1,mixed,1.8,1.8,0.0,long_wait,3.5,2.6,0.9,skilled|kind,1,1,11,57,خوش اخلاق با حوصله حاذق کم خرج بدون معطلی در کل راضی هستم,خوش‌اخلاق حوصله حاذق کم‌خرج بدون معطلی راضی هستم,,,,,,,29920,1,1,1,0.72,pos_kw,
sent_000426,236556,متخصص پوست ، مو ، لیزر و زیبایی,2.5,0,high_neg,4.800000000000001,3.2,1.6,long_wait|money,1.0,1.0,0.0,kind,1,0,70,346,سلام دکتر آرام و متینی هستند با حوصله هستند دخترم هنوز در پروسه درمان است و انشالله منتظر نتیجه هستیم ایرادی که می شود بر کار ایشان گرفت که از این ماه نسخه الکترونیک ثبت نمی کنند و معتقدند که مربوط به زیبایی است در صورتیکه ما هر ماه برای بیمه تکمیلی هزینه پرداخت می کنیم و شرط استفاده از بیمه ثبت نسخه الکترونیک است که عدم ثبت آن به ضرر بیمار است,سلام دکتر آرام متینی حوصله دخترم پروسه درمان انشالله منتظر نتیجه ایرادی کار ماه نسخه الکترونیک ثبت نمی‌کنند معتقدند زیبایی صورتیکه ماه بیمه تکمیلی هزینه پرداخت شرط استفاده بیمه ثبت نسخه الکترونیک ثبت ضرر بیمار,,,,,,,35564,1,1,0,0.45,default_neu,
sent_001026,326096,متخصص زنان و زایمان,5.0,1,mid_neg,1.8,1.8,0.0,long_wait,1.9,1.0,0.9,kind,0,0,14,79,سلام دکتر بسیار با اخلاق ومهربان من تازه مراجعه کردم ومنتظر جواب ازمایشاتم هستم,سلام دکتر اخلاق ومهربان تازه مراجعه ومنتظر جواب ازمایشاتم هستم,,,,,,,61674,1,1,0,0.9,early_stage,
sent_007882,120963,جراح گوش ، حلق و بینی,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,9,39,پسرم لوزه داشت و دکتر با دارو درمان کرد,پسرم لوزه دکتر دارو درمان,,,,,,,12600,0,1,0,0.45,default_neu,
sent_003116,239090,متخصص پوست و مو,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,2,6,خوب مت,مت,,,,,,,37028,1,1,0,0.45,default_neu,
sent_007282,248806,فلوشیپ حنجره ، گوش و حلق و بینی,5.0,1,mixed,2.0,2.0,0.0,no_improve,2.2,1.3,0.9,thanks,0,0,33,154,پسرم مشکل حنجره داشت ک باید لیزر می شد قبل از ایشون پیش چند تا دکتر بردم لیزر شد ولی هیچ تغییری نکرد ولی با اولین لیزرایشون پسرم خیلی بهتر شد خدا خیرش بده,پسرم مشکل حنجره لیزر ایشون دکتر بردم لیزر تغییری نکرد لیزرایشون پسرم خدا خیرش بده,,,,,,,39713,1,1,0,0.45,default_neu,
sent_001555,264228,متخصص پوست و مو زیبایی,5.0,1,high_pos,0.0,0.0,0.0,,3.4,2.5,0.9,strong_positive,0,0,12,58,سلام لیرز پوست کار خانم دکتر بسیار عالی مثل اخلاق بی نطیزش,سلام لیرز پوست کار خانم دکتر اخلاق نطیزش,,,,,,,43933,1,1,1,0.87,pos_kw,
sent_003588,120963,جراح گوش ، حلق و بینی,2.5,0,high_neg,3.6,2.0,1.6,no_improve,0.0,0.0,0.0,,0,0,16,77,یه توده در گلو ولی هنوز نتیجه نگرفتم احتمالا بعد MRI فعلا نظر خواهی درست نیست,یه توده گلو نتیجه نگرفتم احتمالا MRI فعلا خواهی_درست نیست,,,,,,,12716,0,1,0,0.45,default_neu,
sent_002376,210903,متخصص پوست ، مو ، زیبایی,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,3,17,مراحل اولیه درمان,مراحل اولیه درمان,,,,,,,26500,0,1,0,0.94,informational,
sent_004255,199002,جراح و متخصص زنان زایمان و نازایی,2.5,0,high_neg,3.6,2.0,1.6,no_improve,0.0,0.0,0.0,,0,0,8,39,فعلا تحت درمان 4 ماهه نتیجه نگرفتم هنوز,فعلا درمان ماهه نتیجه نگرفتم,,,,,,,24182,-1,1,0,0.45,default_neu,
sent_001425,329407,متخصص ارتوپدی - جراحی استخوان و مفاصل,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,3,9,فقط یک با,فقط یک با,,,,,,,62854,0,1,0,0.94,informational,
sent_007077,235783,فلوشیپ جراحی شانه و آرنج,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,4,22,درد دست هنوز یکباررفتم,درد دست یکباررفتم,,,,,,,35125,0,1,0,0.45,default_neu,
sent_004802,285094,متخصص پوست ، مو ، زیبایی و لیزر,5.0,1,random,0.0,0.0,0.0,,0.9,0.0,0.9,,0,0,3,13,چربی زیر پوست,چربی پوست,,,,,,,47680,0,1,0,0.94,informational,
sent_003310,241999,جراح ارتوپد ،فلوشیپ لگن ، ران ، تعویض مفصل,2.5,0,high_neg,3.6,2.0,1.6,no_improve,0.0,0.0,0.0,,0,0,7,31,درد کنار زانو داشتم که بهتر نشد,درد زانو داشتم نشد,,,,,,,38709,-1,1,0,0.45,default_neu,
sent_000301,3216,جراح و متخصص استخوان و مفاصل (ارتوپد),2.5,0,high_neg,3.4000000000000004,1.8,1.6,long_wait,1.0,1.0,0.0,kind,1,0,22,102,معطلی زیاد داشتیم درحد 4 ساعت ولی برخورد دکتر با حوصله و دقت و تشخیص بالا بود پسرم الان تحت درمان هستش,معطلی داشتیم درحد ساعت برخورد دکتر حوصله دقت تشخیص پسرم الان درمان هستش,,,,,,,58482,1,1,0,0.72,mixed,
sent_001271,106162,متخصص زنان و زایمان,5.0,1,high_pos,0.0,0.0,0.0,,4.4,3.5,0.9,strong_positive|kind,0,0,7,35,عالی و خوش اخلاق با حوصله وبا تجربه,خوش‌اخلاق حوصله وبا تجربه,,,,,,,2585,1,1,1,0.95,pos_strong,
sent_005337,236598,فلوشیپ اورولوژی ترمیمی و جراحی مجاری ادراری,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,7,33,تا حالی آشنا نشدم ندیدم بار اولمه,آشنا نشدم ندیدم اولمه,,,,,,,35715,0,1,0,0.45,default_neu,
sent_003383,304097,متخصص گوش و حلق و بینی و جراحی سر و گردن,2.5,0,service_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,1,0,4,18,به تازگی ویزیت شدم,تازگی ویزیت شدم,,,,,,,52262,0,1,0,0.45,default_neu,
sent_001240,178917,متخصص زنان و زایمان ، نازایی,5.0,1,topup_pref,0.0,0.0,0.0,,0.9,0.0,0.9,,1,0,17,85,مشکل هورمونی داشتم که خدارو شکر راضی بودم از رفتن به مطب ایشون چون باردار شدم ندونسته,مشکل هورمونی داشتم خدارو شکر راضی بودم رفتن مطب ایشون باردار شدم ندونسته,,,,,,,21129,1,1,0,0.45,default_neu,
sent_002209,115698,"جراح مغز و اعصاب , ستون فقرات , لیزر دیسک ,آندوسکوپ مغز و قاعده جمجمه",2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,7,34,تازه مراجعه کردم و هنوز نظری ندارم,تازه مراجعه نظری ندارم,,,,,,,10048,0,1,0,0.45,default_neu,
sent_003126,325358,متخصص زنان و زایمان,2.5,0,high_neg,3.2,1.6,1.6,disappointed_soft,0.0,0.0,0.0,,0,0,4,18,کاش دستگاه سونو دا,کاش دستگاه سونو دا,,,,,,,60839,0,1,0,0.94,informational,
sent_000278,130755,متخصص ارتوپدی و جراح ستون فقرات,5.0,1,topup_pref,0.0,0.0,0.0,,0.9,0.0,0.9,,1,0,12,58,مشکل درد گردن داشتم و فعلا با اولین ویزیت اوضاع بهتری دارم,مشکل درد گردن داشتم فعلا ویزیت اوضاع بهتری دارم,,,,,,,19071,0,1,0,0.45,default_neu,
sent_000786,220440,فوق تخصص مغز و اعصاب کودکان,2.5,0,high_neg,3.4000000000000004,1.8,1.6,long_wait,0.0,0.0,0.0,,1,0,29,133,سلام بیشتر از دو ساعت تو مطب منتظر موندیم با اینکه تماس گرفتم گفتن سر تایم خودتون اینجا باشید وقت ما ساعت 6 بود تا ساعت 8 اونجا بودیم,سلام ساعت مطب منتظر موندیم تماس گرفتم گفتن سر تایم خودتون باشید وقت ساعت ساعت اونجا بودیم,,,,,,,29814,0,1,0,0.45,default_neu,
sent_002441,302238,جراح و متخصص زنان و زایمان,5.0,1,mixed,1.4,1.4,0.0,money,6.0,5.1,0.9,strong_positive|skilled|kind,1,1,127,632,من برای بارداری اولم و اقدامات قبل از بارداری به خانم دکتر مراجعه کردم و تا الان خیلی راضی هستم خانم دکتر بسیار با آرامش هستند و این آرامش رو به مراجعه کننده هم میدن بسیار متخصص هستند و یک نکته ی بسیار عالی که در مورد ایشون هست اینه که وضعیت مالی مراجعه کننده رو مدنظر میگیرن برای تجویزهایی که میکنن مخصوصا در مورد بارداری که هزینه ها بیشتر هست مواردی که واقعا لازم هست شما رو میفرستن که انجام بدین وقتی داخل اتاق پیش شون هستین با حوصله به صحبت تون گوش میدن و به هیچ وجه عجله ای ندارن و بسیار وقت میذارن بنظرم ارامش مهم ترین چیزی هست که مادر باردار لازم داره و خانم دکتر اینو خیلی خوب در اختیار شما میذارن با تخصص و روحیه ی اروم شون,بارداری اولم اقدامات بارداری خانم دکتر مراجعه الان راضی هستم خانم دکتر آرامش آرامش مراجعه‌کننده میدن متخصص نکته‌ی ایشون هست اینه وضعیت مالی مراجعه‌کننده مدنظر میگیرن تجویزهایی میکنن مخصوصا بارداری هزینه‌ها هست مواردی واقعا هست میفرستن انجام بدین داخل اتاق شون هستین حوصله صحبت تون گوش میدن وجه عجله‌ای ندارن وقت میذارن بنظرم ارامش مهم‌ترین هست مادر باردار داره خانم دکتر اینو اختیار میذارن تخصص روحیه‌ی اروم شون,,,,,,,51538,1,1,1,0.95,pos_strong,
sent_004769,242223,فلوشیپ جراحی ستون فقرات,2.5,0,topup_pref,1.6,0.0,1.6,,1.6,1.6,0.0,skilled,0,0,4,18,انسان شریف و متخصص,انسان شریف متخصص,,,,,,,38916,1,1,0,0.45,default_neu,
sent_005456,235199,متخصص جراحی زنان و زایمان و نازایی,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,2,8,تنبلی تخ,تنبلی تخ,,,,,,,34736,0,1,0,0.94,informational,
sent_005691,221983,متخصص ارتوپدی . فلوشیپ جراحی شانه و آرنج,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,9,44,عمل شانه راست نتیجه تازه عمل کردم معلوم نیست,عمل شانه راست نتیجه تازه عمل معلوم نیست,,,,,,,30465,0,1,0,0.94,informational,
sent_000832,223561,متخصص پوست ، مو و لیزر,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,10,52,برای جوش های صورتم مراجعه کردم و فعلا تحت درمان هستم,جوش‌های صورتم مراجعه فعلا درمان هستم,,,,,,,30953,0,1,0,0.45,default_neu,
sent_001480,122537,متخصص پوست مو لیزر,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,10,47,فعلا یک جلسه برای کم پشتی موی دخترم مراجعه کردم,فعلا جلسه پشتی موی دخترم مراجعه,,,,,,,13078,0,1,0,0.45,default_neu,
sent_007920,110876,جراح مغز و اعصاب و ستون فقرات,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,3,12,درد شدید کمر,درد شدید کمر,,,,,,,6288,0,1,0,0.94,informational,
sent_007767,173666,جراح و متخصص زنان و زایمان و نازایی,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,7,31,مراقبت قبل از بارداری و خوب بود,مراقبت بارداری,,,,,,,20967,1,1,0,0.45,default_neu,
sent_006740,210475,متخصص مغز و اعصاب و ستون فقرات,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,3,16,تشخیصشان خوب بود,تشخیصشان,,,,,,,26317,1,1,0,0.45,default_neu,
sent_000384,127839,متخصص و جراح زنان و زایمان ، نازایی - دارای بورد تخصصی,5.0,1,topup_pref,0.0,0.0,0.0,,1.9,1.0,0.9,kind,1,0,25,122,بسیار خانم دکتر مهربون و با دقت بهت گوش میده و استرس نمیده من مطب تهرانپارس ویزیت شدم منشی بسیار مهربان و با مسئولیتی دارن,خانم دکتر مهربون دقت بهت گوش میده استرس نمیده مطب تهرانپارس ویزیت شدم منشی مهربان مسئولیتی دارن,,,,,,,16711,1,1,0,0.45,default_neu,
sent_000646,191607,متخصص گوش و حلق و بینی,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,3,17,جراحی زیبایی بینی,جراحی زیبایی بینی,,,,,,,23127,0,1,0,0.94,informational,
sent_002946,116621,فلوشیپ انکولوژی زنان ، لاپاروسکوپی و کولپوسکوپی,2.5,0,rate_neg,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,4,17,سلام خیلی خوب بود,سلام,,,,,,,11105,1,1,0,0.45,default_neu,
sent_007213,119857,متخصص زنان ، زایمان نازایی,2.5,0,topup_pref,1.6,0.0,1.6,,0.0,0.0,0.0,,0,0,4,16,در حالل ررسی است,حالل ررسی,,,,,,,11884,0,1,0,0.45,default_neu,
sent_007834,323348,متخصص و جراح گوش و حلق و بینی و سر و گردن,5.0,1,service_neg,0.0,0.0,0.0,,5.6000000000000005,4.7,0.9,thanks|skilled|improved,1,1,29,144,سلام من رفتم مطب دکتر علیزاده نبود دکتر صالح حبیبی بود وقت میزاره برا بیمار که حرف بزنه وتشخیص دقیق داد نتیجه گرفتم خیلی ممنونم ازش خدا خیرش بده,سلام رفتم مطب دکتر علیزاده نبود دکتر صالح حبیبی وقت میزاره برا بیمار حرف بزنه وتشخیص دقیق نتیجه گرفتم ممنونم ازش خدا خیرش بده,,,,,,,60047,1,1,1,0.95,pos_strong,
