doctor_id,comments_used,doc_token_len_est,top_terms,top_terms_scored
100246,122,455,پوسته | جوش | پوسته پوسته | رفع تشخیص | جوش صورت | خارش بدن | پوست | ریزش | شدم جوش | خارش | صورتم | ریزش مو | مو | صورت | سرعت,پوسته:0.1141 | جوش:0.0973 | پوسته پوسته:0.0942 | رفع تشخیص:0.0942 | جوش صورت:0.0925 | خارش بدن:0.0915 | پوست:0.0908 | ریزش:0.0871 | شدم جوش:0.0854 | خارش:0.0834 | صورتم:0.0830 | ریزش مو:0.0812 | مو:0.0799 | صورت:0.0790 | سرعت:0.0785
182007,14,108,دکتر امیری | امیری | پیشه | کلیه | سنگ | مثانه | سنگ کلیه | دارم ودر | مودب حاذقی | اسپرمم | اسپرمم ضعیف | مدوا هستم | احتمال عفونت | اسپرم داشتم | میخوام بیام,دکتر امیری:0.2355 | امیری:0.2193 | پیشه:0.1521 | کلیه:0.1409 | سنگ:0.1389 | مثانه:0.1349 | سنگ کلیه:0.1304 | دارم ودر:0.1177 | مودب حاذقی:0.1177 | اسپرمم:0.1177 | اسپرمم ضعیف:0.1177 | مدوا هستم:0.1177 | احتمال عفونت:0.1177 | اسپرم داشتم:0.1177 | میخوام بیام:0.1177
186565,54,197,تاحدودی | سردرد | مغز | بودنتیجه | طبیبی حاذق | خداازش راضی | میگرین | ویتامین دکتر | ایشون متشکرم | الان کمر | معلومه | کنترل درآمد | مغز عصاب | اعصابه | هستن خب,تاحدودی:0.1392 | سردرد:0.1132 | مغز:0.1032 | بودنتیجه:0.0999 | طبیبی حاذق:0.0999 | خداازش راضی:0.0999 | میگرین:0.0999 | ویتامین دکتر:0.0999 | ایشون متشکرم:0.0999 | الان کمر:0.0999 | معلومه:0.0999 | کنترل درآمد:0.0999 | مغز عصاب:0.0999 | اعصابه:0.0999 | هستن خب:0.0999
186837,222,940,va | شاکری | اف | دکتر عطار | hastam | مطب بی‌نظم | عطار | شلوغه | نازایی | وقت نمیزاره | درمانم تازه | درمان نازایی | 16 سال | ای اف | داشتم ساعت,va:0.0980 | شاکری:0.0903 | اف:0.0763 | دکتر عطار:0.0729 | hastam:0.0729 | مطب بی‌نظم:0.0729 | عطار:0.0729 | شلوغه:0.0701 | نازایی:0.0700 | وقت نمیزاره:0.0695 | درمانم تازه:0.0695 | درمان نازایی:0.0695 | 16 سال:0.0695 | ای اف:0.0669 | داشتم ساعت:0.0669
188603,110,401,شفیعی | دکتر شفیعی | میگرن | توهم | گزگز دست | گرفتم ایشون | سلام میگرن | گزگز | میگرن عصبی | عصبی داشتم | درمان مادرم | میگرن داشتم | میگرن دارم | دکتر حوصله‌ای | پارکینسون,شفیعی:0.1569 | دکتر شفیعی:0.1379 | میگرن:0.1187 | توهم:0.0989 | گزگز دست:0.0937 | گرفتم ایشون:0.0916 | سلام میگرن:0.0880 | گزگز:0.0864 | میگرن عصبی:0.0837 | عصبی داشتم:0.0813 | درمان مادرم:0.0813 | میگرن داشتم:0.0804 | میگرن دارم:0.0756 | دکتر حوصله‌ای:0.0692 | پارکینسون:0.0662
190449,89,318,سلطانی | زایمان | دکتر سلطانی | زایمان داشتم | سزارین | زایمان زایمان | زایمان دکتر | هستم چکاپ | بودم زایمان | انجام راضی | ارام | زایمان سزارین | بارداری | بارداری زایمان | زایمانم,سلطانی:0.1530 | زایمان:0.1324 | دکتر سلطانی:0.1294 | زایمان داشتم:0.1147 | سزارین:0.1114 | زایمان زایمان:0.1090 | زایمان دکتر:0.1056 | هستم چکاپ:0.1043 | بودم زایمان:0.1023 | انجام راضی:0.0872 | ارام:0.0869 | زایمان سزارین:0.0861 | بارداری:0.0805 | بارداری زایمان:0.0765 | زایمانم:0.0765
190486,34,118,صمیمی | درمان استرس | عفونت زنانگی | نمی‌شد نسخه | خای | عفونی داشتم | عفونت زنانه | می‌شناسم واقعا | چندین ایشون | دوستانه محترمانه | هورمونی مراجعه | دقیق چندین | دقت صمیمی | دریافت دارو | خوشبرخورد حوصله,صمیمی:0.1356 | درمان استرس:0.1284 | عفونت زنانگی:0.1284 | نمی‌شد نسخه:0.1284 | خای:0.1284 | عفونی داشتم:0.1284 | عفونت زنانه:0.1284 | می‌شناسم واقعا:0.1284 | چندین ایشون:0.1284 | دوستانه محترمانه:0.1284 | هورمونی مراجعه:0.1284 | دقیق چندین:0.1284 | دقت صمیمی:0.1284 | دریافت دارو:0.1284 | خوشبرخورد حوصله:0.1284
190850,158,740,صابری | دکتر صابری | غدد | غدد لنفاوی | گوش هام | لنفاوی | بامریض | تورم غدد | پاروتید | خروپف | گوش حلق | بینی | معده | حلق | سرفه,صابری:0.0977 | دکتر صابری:0.0977 | غدد:0.0930 | غدد لنفاوی:0.0862 | گوش هام:0.0826 | لنفاوی:0.0826 | بامریض:0.0788 | تورم غدد:0.0758 | پاروتید:0.0758 | خروپف:0.0714 | گوش حلق:0.0681 | بینی:0.0655 | معده:0.0653 | حلق:0.0652 | سرفه:0.0621
191069,156,685,آنوریسم | آنوریسم مغزی | مغزی | تومور | جراحی دیسک | بسیاردکترخوبی | 89 | مغزی جراحی | سال 89 | هماتوم | ستون فقرات | هیپوفیز | ستون | فقرات | تومور مغزی,آنوریسم:0.1097 | آنوریسم مغزی:0.1003 | مغزی:0.0906 | تومور:0.0826 | جراحی دیسک:0.0822 | بسیاردکترخوبی:0.0817 | 89:0.0809 | مغزی جراحی:0.0809 | سال 89:0.0809 | هماتوم:0.0809 | ستون فقرات:0.0797 | هیپوفیز:0.0790 | ستون:0.0788 | فقرات:0.0784 | تومور مغزی:0.0779
191138,71,378,جواب‌ام آر‌ای | تصادف داشتم | ومجربی | دستم عمل | جواب‌ام | زانو | دستم | ران | آر‌ای | چکار بلد | ومجربی هستن | داشتم دستم | آسیب‌دیده بودم | یه تصادف | هستم انتخاب,جواب‌ام آر‌ای:0.1143 | تصادف داشتم:0.1143 | ومجربی:0.0987 | دستم عمل:0.0847 | جواب‌ام:0.0768 | زانو:0.0749 | دستم:0.0734 | ران:0.0690 | آر‌ای:0.0685 | چکار بلد:0.0675 | ومجربی هستن:0.0675 | داشتم دستم:0.0675 | آسیب‌دیده بودم:0.0675 | یه تصادف:0.0675 | هستم انتخاب:0.0675
191246,77,359,دوگوش | دکتر الماسی | الماسی | جراحی سینوس | بینی | 100 | سینوس | بینی داشتم | جراحی گوش | جراحی بینی | زیبایی انجام | بیمار ایشون | تنفسی ندارم | بینی گوش | دادعالی,دوگوش:0.1179 | دکتر الماسی:0.1179 | الماسی:0.1082 | جراحی سینوس:0.0993 | بینی:0.0993 | 100:0.0972 | سینوس:0.0937 | بینی داشتم:0.0898 | جراحی گوش:0.0850 | جراحی بینی:0.0813 | زیبایی انجام:0.0784 | بیمار ایشون:0.0697 | تنفسی ندارم:0.0697 | بینی گوش:0.0697 | دادعالی:0.0697
191500,87,375,شانه | شانه عالی | شانه مشکل | شانه جراحی | کتف شانه | شانه داشتم | درد شانه | جراحی شانه | پارگی رباط | رباط | درد کتف | کتف | پارگی | صبور کاردان | میخوام بیارم,شانه:0.1260 | شانه عالی:0.1101 | شانه مشکل:0.1059 | شانه جراحی:0.1059 | کتف شانه:0.0950 | شانه داشتم:0.0916 | درد شانه:0.0839 | جراحی شانه:0.0832 | پارگی رباط:0.0791 | رباط:0.0790 | درد کتف:0.0753 | کتف:0.0722 | پارگی:0.0685 | صبور کاردان:0.0682 | میخوام بیارم:0.0682
191607,52,223,جراحی بینی | طبیعی عمل | بینی | بینی انجام | تنفسم | زیبایی بینی | عمل زیبایی | هستم مشکلی | طبیعی | عمل بینی | بینی جراحی | عالیه عمل | زیبایی | بینی داشتم | دادم نوبت,جراحی بینی:0.1732 | طبیعی عمل:0.1648 | بینی:0.1631 | بینی انجام:0.1469 | تنفسم:0.1464 | زیبایی بینی:0.1431 | عمل زیبایی:0.1388 | هستم مشکلی:0.1356 | طبیعی:0.1262 | عمل بینی:0.1262 | بینی جراحی:0.1203 | عالیه عمل:0.1119 | زیبایی:0.1116 | بینی داشتم:0.1103 | دادم نوبت:0.0973
197479,225,898,ام‌اس | من‌ام اس | من‌ام | اس هستم | به‌ام اس | ام‌اس دارم | اس | اس دارم | به‌ام | 25 سال | دیستونی | ام‌اس داشتم | ام‌اس دکتر | سال هست | فهیمی,ام‌اس:0.1227 | من‌ام اس:0.0987 | من‌ام:0.0944 | اس هستم:0.0942 | به‌ام اس:0.0899 | ام‌اس دارم:0.0864 | اس:0.0859 | اس دارم:0.0847 | به‌ام:0.0814 | 25 سال:0.0760 | دیستونی:0.0725 | ام‌اس داشتم:0.0725 | ام‌اس دکتر:0.0725 | سال هست:0.0719 | فهیمی:0.0675
197495,262,1079,لوزه | عمل لوزه | عمل زیبایی | بینی | عمل vt | vt | عمل بینی | زیبایی بینی | بینی انجام | بویاییم | لوزه پسرم | مشکل شنوایی | شستشوی | جراحی لوزه | می‌دیدم,لوزه:0.0908 | عمل لوزه:0.0868 | عمل زیبایی:0.0756 | بینی:0.0741 | عمل vt:0.0709 | vt:0.0709 | عمل بینی:0.0701 | زیبایی بینی:0.0695 | بینی انجام:0.0677 | بویاییم:0.0676 | لوزه پسرم:0.0672 | مشکل شنوایی:0.0665 | شستشوی:0.0663 | جراحی لوزه:0.0652 | می‌دیدم:0.0630
197927,258,1373,تومور نخاعی | جراحی مغز | نخاع | تنگی کانال | عمل دیسک | کانال | کانال نخاع | دیسک | جراحی دیسک | شنت | دیسک کمر | تومور | نخاعی | ستون | شدم تنگی,تومور نخاعی:0.0859 | جراحی مغز:0.0807 | نخاع:0.0730 | تنگی کانال:0.0714 | عمل دیسک:0.0700 | کانال:0.0695 | کانال نخاع:0.0677 | دیسک:0.0666 | جراحی دیسک:0.0665 | شنت:0.0634 | دیسک کمر:0.0632 | تومور:0.0624 | نخاعی:0.0620 | ستون:0.0613 | شدم تنگی:0.0608
198397,151,760,خال صورت | پوستی | دکتر لیکن | پوست | ایلام | خدایا | جوش | لیکن | سفید | مشکل پوستی | پوستش | لکه | برداشتن خال | لیکن پلان | لکه پوستی,خال صورت:0.0929 | پوستی:0.0766 | دکتر لیکن:0.0764 | پوست:0.0757 | ایلام:0.0735 | خدایا:0.0735 | جوش:0.0735 | لیکن:0.0729 | سفید:0.0725 | مشکل پوستی:0.0717 | پوستش:0.0692 | لکه:0.0677 | برداشتن خال:0.0653 | لیکن پلان:0.0653 | لکه پوستی:0.0645
198884,73,305,پوست | تداخل دارویی | تداخل | پوستی | لک | مشکل جوش | جوش | مشکل پوستی | لک پوستی | پوستی مراجعه | خارش پوست | لک صورت | صورت | پوستی داشتم | صورت داشتم,پوست:0.1201 | تداخل دارویی:0.1200 | تداخل:0.1101 | پوستی:0.1099 | لک:0.1087 | مشکل جوش:0.0938 | جوش:0.0922 | مشکل پوستی:0.0908 | لک پوستی:0.0888 | پوستی مراجعه:0.0870 | خارش پوست:0.0861 | لک صورت:0.0837 | صورت:0.0801 | پوستی داشتم:0.0794 | صورت داشتم:0.0790
199002,235,1030,کار مهارت | انتخاب خوشحالم | ایشون مداوا | لطفی | سرکار خانم | سرکار | برخورد ایشون | خوشحالم | انتخاب | مداوا | مهارت | خوشحالم درمان | واژن | دکتربی | عفونت واژن,کار مهارت:0.1664 | انتخاب خوشحالم:0.1664 | ایشون مداوا:0.1587 | لطفی:0.1527 | سرکار خانم:0.1341 | سرکار:0.1251 | برخورد ایشون:0.1199 | خوشحالم:0.0932 | انتخاب:0.0843 | مداوا:0.0752 | مهارت:0.0723 | خوشحالم درمان:0.0714 | واژن:0.0706 | دکتربی:0.0681 | عفونت واژن:0.0646
199190,77,281,جوش ولک | ولک | ریزش | مو ریزش | جوش | مو | مو فعلا | ریزش مو | پوست | جوش صورت | پوستی | پوستی مراجعه | صورت | پیشنهاد بسیار | آکنه نتیجه,جوش ولک:0.1321 | ولک:0.1271 | ریزش:0.1138 | مو ریزش:0.1117 | جوش:0.1102 | مو:0.1092 | مو فعلا:0.1076 | ریزش مو:0.1062 | پوست:0.1005 | جوش صورت:0.0980 | پوستی:0.0950 | پوستی مراجعه:0.0921 | صورت:0.0849 | پیشنهاد بسیار:0.0818 | آکنه نتیجه:0.0818
200998,171,876,باباپور | پروفسور | جراحی دیسک | دیسک | ضایعه نخاعی | نخاع | نخاع دیسک | اقوام عمل | جراحان | ستون فقرات | دیسک کمر | عمل گردن | ستون | فقرات | بیمارستان عرفان,باباپور:0.1073 | پروفسور:0.0795 | جراحی دیسک:0.0790 | دیسک:0.0789 | ضایعه نخاعی:0.0762 | نخاع:0.0756 | نخاع دیسک:0.0726 | اقوام عمل:0.0726 | جراحان:0.0726 | ستون فقرات:0.0716 | دیسک کمر:0.0712 | عمل گردن:0.0710 | ستون:0.0708 | فقرات:0.0704 | بیمارستان عرفان:0.0699
201072,254,1306,عمل کمر | عمل دیسک | مهره | جراحی کمر | دیسک | ستون فقرات | ستون | فقرات | کمر | دیسک کمر | گردن عمل | کمر عمل | عمل ستون | جراحی ستون | نخا,عمل کمر:0.0752 | عمل دیسک:0.0738 | مهره:0.0718 | جراحی کمر:0.0711 | دیسک:0.0710 | ستون فقرات:0.0708 | ستون:0.0700 | فقرات:0.0696 | کمر:0.0679 | دیسک کمر:0.0668 | گردن عمل:0.0666 | کمر عمل:0.0657 | عمل ستون:0.0650 | جراحی ستون:0.0632 | نخا:0.0623
201487,80,347,دکتر فاتح | فاتح | پوستی | پوست | ریزش | مو | متخصص پوست | ریزش مو | پوست صورتم | مشکل ریزش | جوش‌های | صورت | جوش | شوره | لک,دکتر فاتح:0.1645 | فاتح:0.1645 | پوستی:0.1068 | پوست:0.1037 | ریزش:0.0959 | مو:0.0920 | متخصص پوست:0.0906 | ریزش مو:0.0894 | پوست صورتم:0.0891 | مشکل ریزش:0.0826 | جوش‌های:0.0815 | صورت:0.0789 | جوش:0.0752 | شوره:0.0734 | لک:0.0729
202134,49,222,عفونت گوش | دکتر گوش | سالهاست | گوشم | سرگیجه گرفتم | مهربان ماهر | بخاطر حساسیت | سرگیجه ایشون | منکه راضی | تشخیص گوشم | ماهر عفونت | سوراخ گلو | فصلی داشتم | ست کارشون | مراجعه نتیجه‌ی,عفونت گوش:0.1171 | دکتر گوش:0.1122 | سالهاست:0.1002 | گوشم:0.0956 | سرگیجه گرفتم:0.0881 | مهربان ماهر:0.0881 | بخاطر حساسیت:0.0881 | سرگیجه ایشون:0.0881 | منکه راضی:0.0881 | تشخیص گوشم:0.0881 | ماهر عفونت:0.0881 | سوراخ گلو:0.0881 | فصلی داشتم:0.0881 | ست کارشون:0.0881 | مراجعه نتیجه‌ی:0.0881
202344,40,126,زایمان | برطرف پیشنهاد | اخلاق منش | فوالعاده | خوش‌اخلاق صبورن | راضی دقیق | رحم عالی | تجربه‌ای اخلاق | عقب‌افتاده | نیست تشخیصشون | دوران قاعدگی | منش ایشون | منتظر تشخیص | معاینه ساده | درست بی‌نظیر,زایمان:0.1312 | برطرف پیشنهاد:0.1217 | اخلاق منش:0.1217 | فوالعاده:0.1217 | خوش‌اخلاق صبورن:0.1217 | راضی دقیق:0.1217 | رحم عالی:0.1217 | تجربه‌ای اخلاق:0.1217 | عقب‌افتاده:0.1217 | نیست تشخیصشون:0.1217 | دوران قاعدگی:0.1217 | منش ایشون:0.1217 | منتظر تشخیص:0.1217 | معاینه ساده:0.1161 | درست بی‌نظیر:0.1161
205627,235,963,بارداری | زایمان | دقیق چی | زایمان حوصله | بارداری مراقبت‌های | آزمایش بسیار | بارداری درمان | قدیمی | مراقبت‌های | مراقبت‌های بارداری | عفونت دارم | عفونتم | بارداری زایمان | پیششون میرم | بارداری بارداری,بارداری:0.0821 | زایمان:0.0766 | دقیق چی:0.0710 | زایمان حوصله:0.0710 | بارداری مراقبت‌های:0.0710 | آزمایش بسیار:0.0710 | بارداری درمان:0.0709 | قدیمی:0.0709 | مراقبت‌های:0.0707 | مراقبت‌های بارداری:0.0700 | عفونت دارم:0.0652 | عفونتم:0.0652 | بارداری زایمان:0.0647 | پیششون میرم:0.0626 | بارداری بارداری:0.0613
206833,235,1028,ریزش | مو | ریزش مو | جوش | مشکل ریزش | مو فعلا | مو جوش | جوش صورت | وریزش | پوست | می‌زدم | رویش | مو داشتم | تازه یکبار | ریزش موداشتم,ریزش:0.0931 | مو:0.0879 | ریزش مو:0.0873 | جوش:0.0815 | مشکل ریزش:0.0804 | مو فعلا:0.0768 | مو جوش:0.0760 | جوش صورت:0.0757 | وریزش:0.0751 | پوست:0.0748 | می‌زدم:0.0744 | رویش:0.0733 | مو داشتم:0.0723 | تازه یکبار:0.0702 | ریزش موداشتم:0.0702
207435,263,1101,لوزه | گوش‌درد | گوش‌درد داشتم | درمانشون عالیه | سرگیجه | گوشم | جرم | عفونت گوش | سلام کارشون | گوش همسرم | جرمگیری گوش | گوش درمان | عمل لوزه | گوش انجام | گوش داشتم,لوزه:0.0712 | گوش‌درد:0.0683 | گوش‌درد داشتم:0.0673 | درمانشون عالیه:0.0631 | سرگیجه:0.0627 | گوشم:0.0619 | جرم:0.0609 | عفونت گوش:0.0609 | سلام کارشون:0.0594 | گوش همسرم:0.0579 | جرمگیری گوش:0.0579 | گوش درمان:0.0564 | عمل لوزه:0.0557 | گوش انجام:0.0556 | گوش داشتم:0.0545
208588,172,1063,دکتر عباس | عباس | مصنوعی | زانو | مفصل | عمل پام | پرانتزی | تعویض مفصل | تعویض | مفصل زانو | سنم | پسرمن | پام | پرانتزی داشتم | درد زانو,دکتر عباس:0.0870 | عباس:0.0830 | مصنوعی:0.0830 | زانو:0.0751 | مفصل:0.0737 | عمل پام:0.0702 | پرانتزی:0.0699 | تعویض مفصل:0.0693 | تعویض:0.0662 | مفصل زانو:0.0648 | سنم:0.0606 | پسرمن:0.0606 | پام:0.0596 | پرانتزی داشتم:0.0591 | درد زانو:0.0588
208985,257,1127,زانو | شهریار | درد همسرم | گرفتگی کمر | رباط | باتشخیص | مارو | زانو درد | پارگی رباط | عالی زانو | خار پاشنه | خار | معرکه | دست مشکل | نرم,زانو:0.0697 | شهریار:0.0671 | درد همسرم:0.0671 | گرفتگی کمر:0.0639 | رباط:0.0635 | باتشخیص:0.0628 | مارو:0.0615 | زانو درد:0.0589 | پارگی رباط:0.0572 | عالی زانو:0.0565 | خار پاشنه:0.0553 | خار:0.0553 | معرکه:0.0552 | دست مشکل:0.0552 | نرم:0.0552
210475,59,209,سکته مغزی | سکته | مغزی | گز | پارکینسون | ویزیت رفتن | خاتم‌الانبیا | برایش تجویز | برای اولین | سردردمیگرنی | بیمارستان خاتم‌الانبیا | دهیم | دیدم پزشک | هستم آلزایمر | فشار مایع,سکته مغزی:0.1421 | سکته:0.1382 | مغزی:0.1330 | گز:0.1239 | پارکینسون:0.0933 | ویزیت رفتن:0.0926 | خاتم‌الانبیا:0.0926 | برایش تجویز:0.0926 | برای اولین:0.0926 | سردردمیگرنی:0.0926 | بیمارستان خاتم‌الانبیا:0.0926 | دهیم:0.0926 | دیدم پزشک:0.0926 | هستم آلزایمر:0.0926 | فشار مایع:0.0926
210881,86,412,فعلا راضیم | برده_بودم | بینی | عمل بینی | هفته عمل | راضیم خدا | عمل فعلا | بود فوق‌العاده | شستشو | صد | محترمی | آدنویید | دارم منتظر | شون بده | ماهر مشکل,فعلا راضیم:0.1059 | برده_بودم:0.0930 | بینی:0.0914 | عمل بینی:0.0884 | هفته عمل:0.0881 | راضیم خدا:0.0867 | عمل فعلا:0.0831 | بود فوق‌العاده:0.0767 | شستشو:0.0732 | صد:0.0702 | محترمی:0.0697 | آدنویید:0.0682 | دارم منتظر:0.0682 | شون بده:0.0682 | ماهر مشکل:0.0682
210903,233,1272,مو | ریزش | ریزش مو | جوش | مو دکتر | پوستی | اجازه صحبت | پوست | اگزمای پوستی | اگزما | عالی ریزش | مو داشتم | مشکل اگزمای | بیوپسی | مشکل شوره,مو:0.0703 | ریزش:0.0701 | ریزش مو:0.0699 | جوش:0.0687 | مو دکتر:0.0677 | پوستی:0.0643 | اجازه صحبت:0.0600 | پوست:0.0594 | اگزمای پوستی:0.0577 | اگزما:0.0572 | عالی ریزش:0.0559 | مو داشتم:0.0548 | مشکل اگزمای:0.0543 | بیوپسی:0.0543 | مشکل شوره:0.0530
211644,208,1005,لرزش | میگرن | تقریبا ساعت | سلام ودرود | ct | تشنج داشتم | لرزش دست | بیهوش | ودرود | حملات | تشنج | سر درد | پنیک | وسواس | حملات پانیک,لرزش:0.0749 | میگرن:0.0740 | تقریبا ساعت:0.0710 | سلام ودرود:0.0710 | ct:0.0710 | تشنج داشتم:0.0703 | لرزش دست:0.0679 | بیهوش:0.0677 | ودرود:0.0677 | حملات:0.0661 | تشنج:0.0647 | سر درد:0.0637 | پنیک:0.0634 | وسواس:0.0634 | حملات پانیک:0.0631
211804,140,549,راحته | نازایی | مهربان تجربه | مهربان دلسوزی | سالانه | باحوصله مهربان | دقیقا | خاصی نداشتم | باسواد هستن | چکاپ | مهربان تشخیص | پزشکی مراجعه | کار سلام | ناباوری | هنوزمراجعه,راحته:0.0822 | نازایی:0.0801 | مهربان تجربه:0.0734 | مهربان دلسوزی:0.0723 | سالانه:0.0703 | باحوصله مهربان:0.0678 | دقیقا:0.0663 | خاصی نداشتم:0.0649 | باسواد هستن:0.0636 | چکاپ:0.0605 | مهربان تشخیص:0.0604 | پزشکی مراجعه:0.0577 | کار سلام:0.0577 | ناباوری:0.0577 | هنوزمراجعه:0.0577
212140,31,168,فعلا ارجاع | صفاتی | ارجاع سونوگرافی | میذارن سوالات | سالانه رفته_بودم | بیمار میکنه | انسانند | درست مهربون | ولسوز | واقعا دوران | باحوصله بیمار | روتین سالانه | حوصله مراحل | راحتتر | فعلا نشدم,فعلا ارجاع:0.1084 | صفاتی:0.1084 | ارجاع سونوگرافی:0.1084 | میذارن سوالات:0.1084 | سالانه رفته_بودم:0.1084 | بیمار میکنه:0.1084 | انسانند:0.1084 | درست مهربون:0.1084 | ولسوز:0.1084 | واقعا دوران:0.1084 | باحوصله بیمار:0.1084 | روتین سالانه:0.1084 | حوصله مراحل:0.1034 | راحتتر:0.1034 | فعلا نشدم:0.1034
212732,88,465,آلزایمر | آلزایمر پدرم | very | درضمن | فراموشی | سیاتیک | سردرد شدید | عصب | نوار | خواب فعلا | جلسه نسخه | دکتر حوب | میتونم راحت | بدخوابی | درمام,آلزایمر:0.1083 | آلزایمر پدرم:0.1038 | very:0.0998 | درضمن:0.0860 | فراموشی:0.0774 | سیاتیک:0.0729 | سردرد شدید:0.0652 | عصب:0.0646 | نوار:0.0643 | خواب فعلا:0.0643 | جلسه نسخه:0.0643 | دکتر حوب:0.0643 | میتونم راحت:0.0643 | بدخوابی:0.0643 | درمام:0.0643
213003,225,1092,پارگی دیسک | دیسک | دیسک کمر | کمر | فقرات | ستون فقرات | ستون | برام‌ام ار‌ای | دیسک درمان | مشکل دیسک | فیزیوتراپی نوشتن | تجربه نتیجه | نزد رفتم | ار‌ای نوشتن | وخواهرم,پارگی دیسک:0.0772 | دیسک:0.0770 | دیسک کمر:0.0715 | کمر:0.0705 | فقرات:0.0695 | ستون فقرات:0.0681 | ستون:0.0673 | برام‌ام ار‌ای:0.0661 | دیسک درمان:0.0661 | مشکل دیسک:0.0648 | فیزیوتراپی نوشتن:0.0636 | تجربه نتیجه:0.0636 | نزد رفتم:0.0636 | ار‌ای نوشتن:0.0627 | وخواهرم:0.0616
213172,256,1290,عمل دیسک | دیسک | دیسک گردن | دیسک کمر | کمر | انشاالله سلامت | نخاع | جراحی دیسک | گردن دیسک | تنگی نخاع | خدا دوست | دیسککمر | تیم دکتر | راضی انشاالله | جراح ایران,عمل دیسک:0.0761 | دیسک:0.0731 | دیسک گردن:0.0690 | دیسک کمر:0.0676 | کمر:0.0666 | انشاالله سلامت:0.0653 | نخاع:0.0650 | جراحی دیسک:0.0649 | گردن دیسک:0.0639 | تنگی نخاع:0.0636 | خدا دوست:0.0626 | دیسککمر:0.0626 | تیم دکتر:0.0626 | راضی انشاالله:0.0626 | جراح ایران:0.0626
213757,235,974,پروستات | تومور مثانه | کلیه | عمل پروستات | مثانه | تومور کلیه | سنگ | سرطان پروستات | کلیه مادرم | پروستات داشتم | جراحی پروستات | پروستات درمان | مثانه داشتم | سنگ کلیه | مشکل پروستات,پروستات:0.1036 | تومور مثانه:0.0906 | کلیه:0.0899 | عمل پروستات:0.0832 | مثانه:0.0806 | تومور کلیه:0.0796 | سنگ:0.0772 | سرطان پروستات:0.0754 | کلیه مادرم:0.0749 | پروستات داشتم:0.0749 | جراحی پروستات:0.0742 | پروستات درمان:0.0742 | مثانه داشتم:0.0731 | سنگ کلیه:0.0721 | مشکل پروستات:0.0708
214346,249,934,بارداری | نامه | باردارم | دکتر باردارم | بیار دکتر | بیماری خودم | برخورد عالی | برو | بیار | رویی هستن | زایمان رفتم | باردار | عالیه اخلاق | زایمان | دکتر باردار,بارداری:0.0759 | نامه:0.0753 | باردارم:0.0743 | دکتر باردارم:0.0738 | بیار دکتر:0.0738 | بیماری خودم:0.0738 | برخورد عالی:0.0738 | برو:0.0738 | بیار:0.0688 | رویی هستن:0.0656 | زایمان رفتم:0.0656 | باردار:0.0654 | عالیه اخلاق:0.0638 | زایمان:0.0630 | دکتر باردار:0.0622
214789,51,175,چرک | گوش‌درد داشتم | بینی | عالیه باشخصیت | درمان دکترخوبی | اخلاقشون کارشون | وحسن | سینوس دخترم | سینوس پلیپ | رعایت نوبت | روشروع | خودم دیگه | منشیهای | حلق نتیجه | وحسن برخورد,چرک:0.1294 | گوش‌درد داشتم:0.1247 | بینی:0.1062 | عالیه باشخصیت:0.1061 | درمان دکترخوبی:0.1061 | اخلاقشون کارشون:0.1061 | وحسن:0.1061 | سینوس دخترم:0.1061 | سینوس پلیپ:0.1061 | رعایت نوبت:0.1061 | روشروع:0.1061 | خودم دیگه:0.1061 | منشیهای:0.1061 | حلق نتیجه:0.1061 | وحسن برخورد:0.1061
217774,253,943,اصلاحی | حرکات اصلاحی | کشیدگی کتف | دکتر علیرضا | زانو | کشیدگی | علیرضا | درد مچ | آرنج دست | مچ | دارو ورزش | حرکات | درد شانه | هستم دیسک | زانو درد,اصلاحی:0.0813 | حرکات اصلاحی:0.0739 | کشیدگی کتف:0.0739 | دکتر علیرضا:0.0704 | زانو:0.0700 | کشیدگی:0.0698 | علیرضا:0.0678 | درد مچ:0.0659 | آرنج دست:0.0656 | مچ:0.0646 | دارو ورزش:0.0638 | حرکات:0.0622 | درد شانه:0.0611 | هستم دیسک:0.0609 | زانو درد:0.0597
219073,294,2022,ژل زدم | ارپی | جراحیم | aclانجام دادم | mcl | aclانجام | acl | ال | روز گذشته | زانومو | دامنه | زانو | برگشتم | دکتر راضی‌ام | زدم,ژل زدم:0.0809 | ارپی:0.0767 | جراحیم:0.0711 | aclانجام دادم:0.0699 | mcl:0.0699 | aclانجام:0.0699 | acl:0.0686 | ال:0.0675 | روز گذشته:0.0673 | زانومو:0.0667 | دامنه:0.0642 | زانو:0.0631 | برگشتم:0.0630 | دکتر راضی‌ام:0.0621 | زدم:0.0600
219108,203,727,کلیه | پروستات | سنگ کلیه | کلیه جراحی | مشکل پروستات | ختنه | سنگ | پروستات داشتم | مجاری | فتق | اخلاقند | جراحی فتق | کلیه داشتم | ادراری | عمل واقعا,کلیه:0.1017 | پروستات:0.1004 | سنگ کلیه:0.0933 | کلیه جراحی:0.0898 | مشکل پروستات:0.0895 | ختنه:0.0875 | سنگ:0.0874 | پروستات داشتم:0.0821 | مجاری:0.0748 | فتق:0.0743 | اخلاقند:0.0724 | جراحی فتق:0.0706 | کلیه داشتم:0.0704 | ادراری:0.0702 | عمل واقعا:0.0698
